trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	5.0	1.0	4.0	5.0	1.0
2	simple	pi pi pi pi pi pi pi pi pi	11.0	1.0	4.0	5.0	1.0
3	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	17.0	1.0	4.0	5.0	1.0
4	simple	ter ter ter ter ter ter ter ter ter	23.0	1.0	4.0	5.0	1.0
5	simple	throne throne throne throne throne throne throne throne throne	29.0	1.0	4.0	5.0	1.0
6	simple	a a a a a a a a a	35.0	1.0	4.0	5.0	1.0
7	simple	much much much much much much much much much	41.0	1.0	4.0	5.0	1.0
8	simple	fee fee fee fee fee fee fee fee fee	47.0	1.0	4.0	5.0	1.0
9	simple	pie pie pie pie pie pie pie pie pie	53.0	1.0	4.0	5.0	1.0
10	simple	out out out out out out out out out	59.0	1.0	4.0	5.0	1.0
11	simple	peck peck peck peck peck peck peck peck peck	65.0	1.0	4.0	5.0	1.0
12	simple	naw naw naw naw naw naw naw naw naw	71.0	1.0	4.0	5.0	1.0
13	simple	mih mih mih mih mih mih mih mih mih	77.0	1.0	4.0	5.0	1.0
14	simple	per per per per per per per per per	83.0	1.0	4.0	5.0	1.0
15	simple	jur jur jur jur jur jur jur jur jur	89.0	1.0	4.0	5.0	1.0
16	simple	would would would would would would would would would	95.0	1.0	4.0	5.0	1.0
17	simple	jin jin jin jin jin jin jin jin jin	101.0	1.0	4.0	5.0	1.0
18	simple	thought thought thought thought thought thought thought thought thought	107.0	1.0	4.0	5.0	1.0
19	simple	three three three three three three three three three	113.0	1.0	4.0	5.0	1.0
20	simple	if if if if if if if if if	119.0	1.0	4.0	5.0	1.0
21	simple	juh juh juh juh juh juh juh juh juh	125.0	1.0	4.0	5.0	1.0
22	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	131.0	1.0	4.0	5.0	1.0
23	simple	caw caw caw caw caw caw caw caw caw	137.0	1.0	4.0	5.0	1.0
24	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	143.0	1.0	4.0	5.0	1.0
25	simple	imah imah imah imah imah imah imah imah imah	149.0	1.0	4.0	5.0	1.0
26	simple	pro pro pro pro pro pro pro pro pro	155.0	1.0	4.0	5.0	1.0
27	simple	picked picked picked picked picked picked picked picked picked	161.0	1.0	4.0	5.0	1.0
28	simple	through through through through through through through through through	167.0	1.0	4.0	5.0	1.0
29	simple	thir thir thir thir thir thir thir thir thir	173.0	1.0	4.0	5.0	1.0
30	simple	ti ti ti ti ti ti ti ti ti	179.0	1.0	4.0	5.0	1.0
31	simple	pot pot pot pot pot pot pot pot pot	185.0	1.0	4.0	5.0	1.0
32	simple	how how how how how how how how how	191.0	1.0	4.0	5.0	1.0
33	simple	airy airy airy airy airy airy airy airy airy	197.0	1.0	4.0	5.0	1.0
