trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	less less less less less less less less less 	4.0	1	4.0	4.5	2.0
2	0	ver ver ver ver ver ver ver ver ver 	10.0	1	4.0	4.5	2.0
3	0	per per per per per per per per per 	16.0	1	4.0	4.5	2.0
4	0	per per per per per per per per per 	22.0	1	4.0	4.5	2.0
5	0	pie pie pie pie pie pie pie pie pie 	28.0	1	4.0	4.5	2.0
6	0	jur jur jur jur jur jur jur jur jur 	34.0	1	4.0	4.5	2.0
7	0	pi pi pi pi pi pi pi pi pi 	40.0	1	4.0	4.5	2.0
8	0	pro pro pro pro pro pro pro pro pro 	46.0	1	4.0	4.5	2.0
9	0	less less less less less less less less less 	52.0	1	4.0	4.5	2.0
10	0	per per per per per per per per per 	58.0	1	4.0	4.5	2.0
11	0	per per per per per per per per per 	64.0	1	4.0	4.5	2.0
12	0	thir thir thir thir thir thir thir thir thir 	70.0	1	4.0	4.5	2.0
13	0	ver ver ver ver ver ver ver ver ver 	76.0	1	4.0	4.5	2.0
14	0	pi pi pi pi pi pi pi pi pi 	82.0	1	4.0	4.5	2.0
15	0	jur jur jur jur jur jur jur jur jur 	88.0	1	4.0	4.5	2.0
16	0	pro pro pro pro pro pro pro pro pro 	94.0	1	4.0	4.5	2.0
17	0	pi pi pi pi pi pi pi pi pi 	100.0	1	4.0	4.5	2.0
18	0	thir thir thir thir thir thir thir thir thir 	106.0	1	4.0	4.5	2.0
19	0	pro pro pro pro pro pro pro pro pro 	112.0	1	4.0	4.5	2.0
20	0	day day day day day day day day day 	118.0	1	4.0	4.5	2.0
21	0	pie pie pie pie pie pie pie pie pie 	124.0	1	4.0	4.5	2.0
22	0	less less less less less less less less less 	130.0	1	4.0	4.5	2.0
23	0	thieves thieves thieves thieves thieves thieves thieves thieves thieves 	136.0	1	4.0	4.5	2.0
24	0	per per per per per per per per per 	142.0	1	4.0	4.5	2.0
25	0	ver ver ver ver ver ver ver ver ver 	148.0	1	4.0	4.5	2.0
26	0	per per per per per per per per per 	154.0	1	4.0	4.5	2.0
27	0	pie pie pie pie pie pie pie pie pie 	160.0	1	4.0	4.5	2.0
28	0	thieves thieves thieves thieves thieves thieves thieves thieves thieves 	166.0	1	4.0	4.5	2.0
29	0	thir thir thir thir thir thir thir thir thir 	172.0	1	4.0	4.5	2.0
30	0	per per per per per per per per per 	178.0	1	4.0	4.5	2.0
31	0	pi pi pi pi pi pi pi pi pi 	184.0	1	4.0	4.5	2.0
32	0	day day day day day day day day day 	190.0	1	4.0	4.5	2.0
33	0	less less less less less less less less less 	196.0	1	4.0	4.5	2.0
34	0	pi pi pi pi pi pi pi pi pi 	202.0	1	4.0	4.5	2.0
35	0	thieves thieves thieves thieves thieves thieves thieves thieves thieves 	208.0	1	4.0	4.5	2.0
36	0	thir thir thir thir thir thir thir thir thir 	214.0	1	4.0	4.5	2.0
37	0	ver ver ver ver ver ver ver ver ver 	220.0	1	4.0	4.5	2.0
38	0	pie pie pie pie pie pie pie pie pie 	226.0	1	4.0	4.5	2.0
39	0	day day day day day day day day day 	232.0	1	4.0	4.5	2.0
40	0	jur jur jur jur jur jur jur jur jur 	238.0	1	4.0	4.5	2.0
41	0	pro pro pro pro pro pro pro pro pro 	244.0	1	4.0	4.5	2.0
42	0	thieves thieves thieves thieves thieves thieves thieves thieves thieves 	250.0	1	4.0	4.5	2.0
43	0	day day day day day day day day day 	256.0	1	4.0	4.5	2.0
44	0	thir thir thir thir thir thir thir thir thir 	262.0	1	4.0	4.5	2.0
45	0	per per per per per per per per per 	268.0	1	4.0	4.5	2.0
46	0	pie pie pie pie pie pie pie pie pie 	274.0	1	4.0	4.5	2.0
47	0	ver ver ver ver ver ver ver ver ver 	280.0	1	4.0	4.5	2.0
48	0	pi pi pi pi pi pi pi pi pi 	286.0	1	4.0	4.5	2.0
49	0	thir thir thir thir thir thir thir thir thir 	292.0	1	4.0	4.5	2.0
50	0	less less less less less less less less less 	298.0	1	4.0	4.5	2.0
51	0	pie pie pie pie pie pie pie pie pie 	304.0	1	4.0	4.5	2.0
52	0	jur jur jur jur jur jur jur jur jur 	310.0	1	4.0	4.5	2.0
53	0	pro pro pro pro pro pro pro pro pro 	316.0	1	4.0	4.5	2.0
54	0	thieves thieves thieves thieves thieves thieves thieves thieves thieves 	322.0	1	4.0	4.5	2.0
55	0	day day day day day day day day day 	328.0	1	4.0	4.5	2.0
56	0	ver ver ver ver ver ver ver ver ver 	334.0	1	4.0	4.5	2.0
57	0	per per per per per per per per per 	340.0	1	4.0	4.5	2.0
58	0	pi pi pi pi pi pi pi pi pi 	346.0	1	4.0	4.5	2.0
59	0	pie pie pie pie pie pie pie pie pie 	352.0	1	4.0	4.5	2.0
60	0	ver ver ver ver ver ver ver ver ver 	358.0	1	4.0	4.5	2.0
61	0	thieves thieves thieves thieves thieves thieves thieves thieves thieves 	364.0	1	4.0	4.5	2.0
62	0	jur jur jur jur jur jur jur jur jur 	370.0	1	4.0	4.5	2.0
63	0	thir thir thir thir thir thir thir thir thir 	376.0	1	4.0	4.5	2.0
64	0	per per per per per per per per per 	382.0	1	4.0	4.5	2.0
