trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	out out out out out out out out out	4.0	4.0	4.0	4.5
2	simple	imah imah imah imah imah imah imah imah imah	13.0	4.0	4.0	4.5
3	simple	airy airy airy airy airy airy airy airy airy	22.0	4.0	4.0	4.5
4	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	31.0	4.0	4.0	4.5
5	simple	much much much much much much much much much	40.0	4.0	4.0	4.5
6	simple	naw naw naw naw naw naw naw naw naw	49.0	4.0	4.0	4.5
7	simple	imah imah imah imah imah imah imah imah imah	58.0	4.0	4.0	4.5
8	simple	peck peck peck peck peck peck peck peck peck	67.0	4.0	4.0	4.5
9	simple	juh juh juh juh juh juh juh juh juh	76.0	4.0	4.0	4.5
10	simple	ver ver ver ver ver ver ver ver ver	85.0	4.0	4.0	4.5
11	simple	ser ser ser ser ser ser ser ser ser	94.0	4.0	4.0	4.5
12	simple	mih mih mih mih mih mih mih mih mih	103.0	4.0	4.0	4.5
13	simple	day day day day day day day day day	112.0	4.0	4.0	4.5
14	simple	pi pi pi pi pi pi pi pi pi	121.0	4.0	4.0	4.5
15	simple	neh neh neh neh neh neh neh neh neh	130.0	4.0	4.0	4.5
16	simple	picked picked picked picked picked picked picked picked picked	139.0	4.0	4.0	4.5
17	simple	per per per per per per per per per	148.0	4.0	4.0	4.5
18	simple	pi pi pi pi pi pi pi pi pi	157.0	4.0	4.0	4.5
19	simple	if if if if if if if if if	166.0	4.0	4.0	4.5
20	simple	picked picked picked picked picked picked picked picked picked	175.0	4.0	4.0	4.5
21	simple	would would would would would would would would would	184.0	4.0	4.0	4.5
22	simple	ver ver ver ver ver ver ver ver ver	193.0	4.0	4.0	4.5
23	simple	less less less less less less less less less	202.0	4.0	4.0	4.5
24	simple	airy airy airy airy airy airy airy airy airy	211.0	4.0	4.0	4.5
25	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	220.0	4.0	4.0	4.5
26	simple	out out out out out out out out out	229.0	4.0	4.0	4.5
27	simple	how how how how how how how how how	238.0	4.0	4.0	4.5
