trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	ther ther ther ther ther ther ther ther ther	4.0	4.0	4.0	4.5
2	simple	imah imah imah imah imah imah imah imah imah	13.0	4.0	4.0	4.5
3	simple	would would would would would would would would would	22.0	4.0	4.0	4.5
4	simple	thir thir thir thir thir thir thir thir thir	31.0	4.0	4.0	4.5
5	simple	much much much much much much much much much	40.0	4.0	4.0	4.5
6	simple	ti ti ti ti ti ti ti ti ti	49.0	4.0	4.0	4.5
7	simple	airy airy airy airy airy airy airy airy airy	58.0	4.0	4.0	4.5
8	simple	pie pie pie pie pie pie pie pie pie	67.0	4.0	4.0	4.5
9	simple	pro pro pro pro pro pro pro pro pro	76.0	4.0	4.0	4.5
10	simple	less less less less less less less less less	85.0	4.0	4.0	4.5
11	simple	per per per per per per per per per	94.0	4.0	4.0	4.5
12	simple	much much much much much much much much much	103.0	4.0	4.0	4.5
13	simple	thought thought thought thought thought thought thought thought thought	112.0	4.0	4.0	4.5
14	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	121.0	4.0	4.0	4.5
15	simple	jur jur jur jur jur jur jur jur jur	130.0	4.0	4.0	4.5
16	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	139.0	4.0	4.0	4.5
17	simple	the the the the the the the the the	148.0	4.0	4.0	4.5
18	simple	leh leh leh leh leh leh leh leh leh	157.0	4.0	4.0	4.5
19	simple	day day day day day day day day day	166.0	4.0	4.0	4.5
20	simple	three three three three three three three three three	175.0	4.0	4.0	4.5
21	simple	juh juh juh juh juh juh juh juh juh	184.0	4.0	4.0	4.5
22	simple	naw naw naw naw naw naw naw naw naw	193.0	4.0	4.0	4.5
23	simple	peck peck peck peck peck peck peck peck peck	202.0	4.0	4.0	4.5
24	simple	jin jin jin jin jin jin jin jin jin	211.0	4.0	4.0	4.5
25	simple	ver ver ver ver ver ver ver ver ver	220.0	4.0	4.0	4.5
26	simple	if if if if if if if if if	229.0	4.0	4.0	4.5
27	simple	fee fee fee fee fee fee fee fee fee	238.0	4.0	4.0	4.5
28	simple	caw caw caw caw caw caw caw caw caw	247.0	4.0	4.0	4.5
29	simple	throne throne throne throne throne throne throne throne throne	256.0	4.0	4.0	4.5
30	simple	pot pot pot pot pot pot pot pot pot	265.0	4.0	4.0	4.5
31	simple	neh neh neh neh neh neh neh neh neh	274.0	4.0	4.0	4.5
32	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	283.0	4.0	4.0	4.5
33	simple	leh leh leh leh leh leh leh leh leh	292.0	4.0	4.0	4.5
34	simple	pi pi pi pi pi pi pi pi pi	301.0	4.0	4.0	4.5
35	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	310.0	4.0	4.0	4.5
36	simple	day day day day day day day day day	319.0	4.0	4.0	4.5
37	simple	pie pie pie pie pie pie pie pie pie	328.0	4.0	4.0	4.5
38	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	337.0	4.0	4.0	4.5
39	simple	ser ser ser ser ser ser ser ser ser	346.0	4.0	4.0	4.5
40	simple	pi pi pi pi pi pi pi pi pi	355.0	4.0	4.0	4.5
