trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	juh juh juh juh juh juh juh juh juh	4.0	4.0	4.0	4.5
2	simple	ter ter ter ter ter ter ter ter ter	13.0	4.0	4.0	4.5
3	simple	day day day day day day day day day	22.0	4.0	4.0	4.5
4	simple	naw naw naw naw naw naw naw naw naw	31.0	4.0	4.0	4.5
5	simple	imah imah imah imah imah imah imah imah imah	40.0	4.0	4.0	4.5
6	simple	pro pro pro pro pro pro pro pro pro	49.0	4.0	4.0	4.5
7	simple	out out out out out out out out out	58.0	4.0	4.0	4.5
8	simple	airy airy airy airy airy airy airy airy airy	67.0	4.0	4.0	4.5
9	simple	picked picked picked picked picked picked picked picked picked	76.0	4.0	4.0	4.5
10	simple	fee fee fee fee fee fee fee fee fee	85.0	4.0	4.0	4.5
11	simple	ver ver ver ver ver ver ver ver ver	94.0	4.0	4.0	4.5
12	simple	per per per per per per per per per	103.0	4.0	4.0	4.5
13	simple	ter ter ter ter ter ter ter ter ter	112.0	4.0	4.0	4.5
14	simple	ther ther ther ther ther ther ther ther ther	121.0	4.0	4.0	4.5
15	simple	jin jin jin jin jin jin jin jin jin	130.0	4.0	4.0	4.5
16	simple	pi pi pi pi pi pi pi pi pi	139.0	4.0	4.0	4.5
17	simple	pro pro pro pro pro pro pro pro pro	148.0	4.0	4.0	4.5
18	simple	ther ther ther ther ther ther ther ther ther	157.0	4.0	4.0	4.5
19	simple	caw caw caw caw caw caw caw caw caw	166.0	4.0	4.0	4.5
20	simple	naw naw naw naw naw naw naw naw naw	175.0	4.0	4.0	4.5
21	simple	caw caw caw caw caw caw caw caw caw	184.0	4.0	4.0	4.5
22	simple	leh leh leh leh leh leh leh leh leh	193.0	4.0	4.0	4.5
23	simple	through through through through through through through through through	202.0	4.0	4.0	4.5
24	simple	pie pie pie pie pie pie pie pie pie	211.0	4.0	4.0	4.5
25	simple	jur jur jur jur jur jur jur jur jur	220.0	4.0	4.0	4.5
26	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	229.0	4.0	4.0	4.5
