trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	throne throne throne throne throne throne throne throne throne	5.0	1.0	4.0	5.0	1.0
2	simple	jur jur jur jur jur jur jur jur jur	11.0	1.0	4.0	5.0	1.0
3	simple	thought thought thought thought thought thought thought thought thought	17.0	1.0	4.0	5.0	1.0
4	simple	pie pie pie pie pie pie pie pie pie	23.0	1.0	4.0	5.0	1.0
5	simple	imah imah imah imah imah imah imah imah imah	29.0	1.0	4.0	5.0	1.0
6	simple	a a a a a a a a a	35.0	1.0	4.0	5.0	1.0
7	simple	would would would would would would would would would	41.0	1.0	4.0	5.0	1.0
8	simple	ti ti ti ti ti ti ti ti ti	47.0	1.0	4.0	5.0	1.0
9	simple	three three three three three three three three three	53.0	1.0	4.0	5.0	1.0
10	simple	ter ter ter ter ter ter ter ter ter	59.0	1.0	4.0	5.0	1.0
11	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	65.0	1.0	4.0	5.0	1.0
12	simple	ver ver ver ver ver ver ver ver ver	71.0	1.0	4.0	5.0	1.0
13	simple	pi pi pi pi pi pi pi pi pi	77.0	1.0	4.0	5.0	1.0
14	simple	ther ther ther ther ther ther ther ther ther	83.0	1.0	4.0	5.0	1.0
15	simple	day day day day day day day day day	89.0	1.0	4.0	5.0	1.0
16	simple	the the the the the the the the the	95.0	1.0	4.0	5.0	1.0
17	simple	much much much much much much much much much	101.0	1.0	4.0	5.0	1.0
18	simple	picked picked picked picked picked picked picked picked picked	107.0	1.0	4.0	5.0	1.0
19	simple	jin jin jin jin jin jin jin jin jin	113.0	1.0	4.0	5.0	1.0
20	simple	neh neh neh neh neh neh neh neh neh	119.0	1.0	4.0	5.0	1.0
21	simple	if if if if if if if if if	125.0	1.0	4.0	5.0	1.0
22	simple	thir thir thir thir thir thir thir thir thir	131.0	1.0	4.0	5.0	1.0
23	simple	how how how how how how how how how	137.0	1.0	4.0	5.0	1.0
24	simple	less less less less less less less less less	143.0	1.0	4.0	5.0	1.0
25	simple	per per per per per per per per per	149.0	1.0	4.0	5.0	1.0
26	simple	naw naw naw naw naw naw naw naw naw	155.0	1.0	4.0	5.0	1.0
27	simple	airy airy airy airy airy airy airy airy airy	161.0	1.0	4.0	5.0	1.0
28	simple	juh juh juh juh juh juh juh juh juh	167.0	1.0	4.0	5.0	1.0
29	simple	peck peck peck peck peck peck peck peck peck	173.0	1.0	4.0	5.0	1.0
30	simple	mih mih mih mih mih mih mih mih mih	179.0	1.0	4.0	5.0	1.0
31	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	185.0	1.0	4.0	5.0	1.0
32	simple	out out out out out out out out out	191.0	1.0	4.0	5.0	1.0
33	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	197.0	1.0	4.0	5.0	1.0
34	simple	leh leh leh leh leh leh leh leh leh	203.0	1.0	4.0	5.0	1.0
