trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	the the the the the the the the the	4.0	4.0	4.0	4.5
2	simple	if if if if if if if if if	13.0	4.0	4.0	4.5
3	simple	imah imah imah imah imah imah imah imah imah	22.0	4.0	4.0	4.5
4	simple	thought thought thought thought thought thought thought thought thought	31.0	4.0	4.0	4.5
5	simple	ser ser ser ser ser ser ser ser ser	40.0	4.0	4.0	4.5
6	simple	less less less less less less less less less	49.0	4.0	4.0	4.5
7	simple	ti ti ti ti ti ti ti ti ti	58.0	4.0	4.0	4.5
8	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	67.0	4.0	4.0	4.5
9	simple	throne throne throne throne throne throne throne throne throne	76.0	4.0	4.0	4.5
10	simple	if if if if if if if if if	85.0	4.0	4.0	4.5
11	simple	would would would would would would would would would	94.0	4.0	4.0	4.5
12	simple	jin jin jin jin jin jin jin jin jin	103.0	4.0	4.0	4.5
13	simple	the the the the the the the the the	112.0	4.0	4.0	4.5
14	simple	ther ther ther ther ther ther ther ther ther	121.0	4.0	4.0	4.5
15	simple	leh leh leh leh leh leh leh leh leh	130.0	4.0	4.0	4.5
16	simple	how how how how how how how how how	139.0	4.0	4.0	4.5
17	simple	naw naw naw naw naw naw naw naw naw	148.0	4.0	4.0	4.5
18	simple	much much much much much much much much much	157.0	4.0	4.0	4.5
19	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	166.0	4.0	4.0	4.5
20	simple	jur jur jur jur jur jur jur jur jur	175.0	4.0	4.0	4.5
21	simple	ver ver ver ver ver ver ver ver ver	184.0	4.0	4.0	4.5
22	simple	ti ti ti ti ti ti ti ti ti	193.0	4.0	4.0	4.5
23	simple	thought thought thought thought thought thought thought thought thought	202.0	4.0	4.0	4.5
24	simple	juh juh juh juh juh juh juh juh juh	211.0	4.0	4.0	4.5
25	simple	three three three three three three three three three	220.0	4.0	4.0	4.5
26	simple	imah imah imah imah imah imah imah imah imah	229.0	4.0	4.0	4.5
27	simple	much much much much much much much much much	238.0	4.0	4.0	4.5
