trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	day day day day day day day day day 	4.0	1	4.0	4.5	2.0
2	0	ter ter ter ter ter ter ter ter ter 	10.0	1	4.0	4.5	2.0
3	0	naw naw naw naw naw naw naw naw naw 	16.0	1	4.0	4.5	2.0
4	0	fee fee fee fee fee fee fee fee fee 	22.0	1	4.0	4.5	2.0
5	0	mih mih mih mih mih mih mih mih mih 	28.0	1	4.0	4.5	2.0
6	0	pie pie pie pie pie pie pie pie pie 	34.0	1	4.0	4.5	2.0
7	0	thought thought thought thought thought thought thought thought thought 	40.0	1	4.0	4.5	2.0
8	0	per per per per per per per per per 	46.0	1	4.0	4.5	2.0
9	0	thought thought thought thought thought thought thought thought thought 	52.0	1	4.0	4.5	2.0
10	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	58.0	1	4.0	4.5	2.0
11	0	mih mih mih mih mih mih mih mih mih 	64.0	1	4.0	4.5	2.0
12	0	per per per per per per per per per 	70.0	1	4.0	4.5	2.0
13	0	ser ser ser ser ser ser ser ser ser 	76.0	1	4.0	4.5	2.0
14	0	pot pot pot pot pot pot pot pot pot 	82.0	1	4.0	4.5	2.0
15	0	naw naw naw naw naw naw naw naw naw 	88.0	1	4.0	4.5	2.0
16	0	day day day day day day day day day 	94.0	1	4.0	4.5	2.0
17	0	per per per per per per per per per 	100.0	1	4.0	4.5	2.0
18	0	pot pot pot pot pot pot pot pot pot 	106.0	1	4.0	4.5	2.0
19	0	naw naw naw naw naw naw naw naw naw 	112.0	1	4.0	4.5	2.0
20	0	ser ser ser ser ser ser ser ser ser 	118.0	1	4.0	4.5	2.0
21	0	pie pie pie pie pie pie pie pie pie 	124.0	1	4.0	4.5	2.0
22	0	thought thought thought thought thought thought thought thought thought 	130.0	1	4.0	4.5	2.0
23	0	ter ter ter ter ter ter ter ter ter 	136.0	1	4.0	4.5	2.0
24	0	day day day day day day day day day 	142.0	1	4.0	4.5	2.0
25	0	day day day day day day day day day 	148.0	1	4.0	4.5	2.0
26	0	per per per per per per per per per 	154.0	1	4.0	4.5	2.0
27	0	naw naw naw naw naw naw naw naw naw 	160.0	1	4.0	4.5	2.0
28	0	pot pot pot pot pot pot pot pot pot 	166.0	1	4.0	4.5	2.0
29	0	pie pie pie pie pie pie pie pie pie 	172.0	1	4.0	4.5	2.0
30	0	ter ter ter ter ter ter ter ter ter 	178.0	1	4.0	4.5	2.0
31	0	thought thought thought thought thought thought thought thought thought 	184.0	1	4.0	4.5	2.0
32	0	ser ser ser ser ser ser ser ser ser 	190.0	1	4.0	4.5	2.0
33	0	pot pot pot pot pot pot pot pot pot 	196.0	1	4.0	4.5	2.0
34	0	thought thought thought thought thought thought thought thought thought 	202.0	1	4.0	4.5	2.0
35	0	day day day day day day day day day 	208.0	1	4.0	4.5	2.0
36	0	pie pie pie pie pie pie pie pie pie 	214.0	1	4.0	4.5	2.0
37	0	naw naw naw naw naw naw naw naw naw 	220.0	1	4.0	4.5	2.0
38	0	mih mih mih mih mih mih mih mih mih 	226.0	1	4.0	4.5	2.0
39	0	ter ter ter ter ter ter ter ter ter 	232.0	1	4.0	4.5	2.0
40	0	fee fee fee fee fee fee fee fee fee 	238.0	1	4.0	4.5	2.0
41	0	ser ser ser ser ser ser ser ser ser 	244.0	1	4.0	4.5	2.0
42	0	pot pot pot pot pot pot pot pot pot 	250.0	1	4.0	4.5	2.0
43	0	per per per per per per per per per 	256.0	1	4.0	4.5	2.0
44	0	pie pie pie pie pie pie pie pie pie 	262.0	1	4.0	4.5	2.0
45	0	ter ter ter ter ter ter ter ter ter 	268.0	1	4.0	4.5	2.0
46	0	mih mih mih mih mih mih mih mih mih 	274.0	1	4.0	4.5	2.0
47	0	thought thought thought thought thought thought thought thought thought 	280.0	1	4.0	4.5	2.0
48	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	286.0	1	4.0	4.5	2.0
49	0	naw naw naw naw naw naw naw naw naw 	292.0	1	4.0	4.5	2.0
50	0	per per per per per per per per per 	298.0	1	4.0	4.5	2.0
51	0	ter ter ter ter ter ter ter ter ter 	304.0	1	4.0	4.5	2.0
52	0	fee fee fee fee fee fee fee fee fee 	310.0	1	4.0	4.5	2.0
53	0	thought thought thought thought thought thought thought thought thought 	316.0	1	4.0	4.5	2.0
54	0	mih mih mih mih mih mih mih mih mih 	322.0	1	4.0	4.5	2.0
55	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	328.0	1	4.0	4.5	2.0
56	0	pot pot pot pot pot pot pot pot pot 	334.0	1	4.0	4.5	2.0
57	0	thought thought thought thought thought thought thought thought thought 	340.0	1	4.0	4.5	2.0
58	0	pie pie pie pie pie pie pie pie pie 	346.0	1	4.0	4.5	2.0
59	0	per per per per per per per per per 	352.0	1	4.0	4.5	2.0
60	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	358.0	1	4.0	4.5	2.0
61	0	naw naw naw naw naw naw naw naw naw 	364.0	1	4.0	4.5	2.0
62	0	pot pot pot pot pot pot pot pot pot 	370.0	1	4.0	4.5	2.0
63	0	fee fee fee fee fee fee fee fee fee 	376.0	1	4.0	4.5	2.0
64	0	day day day day day day day day day 	382.0	1	4.0	4.5	2.0
