trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	day day day day day day day day day	5	1	4	5	1
2	simple	how how how how how how how how how	11	1	4	5	1
3	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	17	1	4	5	1
4	simple	ther ther ther ther ther ther ther ther ther	23	1	4	5	1
5	simple	neh neh neh neh neh neh neh neh neh	29	1	4	5	1
6	simple	ter ter ter ter ter ter ter ter ter	35	1	4	5	1
7	simple	per per per per per per per per per	41	1	4	5	1
8	simple	throne throne throne throne throne throne throne throne throne	47	1	4	5	1
9	simple	juh juh juh juh juh juh juh juh juh	53	1	4	5	1
10	simple	picked picked picked picked picked picked picked picked picked	59	1	4	5	1
11	simple	much much much much much much much much much	65	1	4	5	1
12	simple	leh leh leh leh leh leh leh leh leh	71	1	4	5	1
13	simple	pot pot pot pot pot pot pot pot pot	77	1	4	5	1
14	simple	out out out out out out out out out	83	1	4	5	1
15	simple	mih mih mih mih mih mih mih mih mih	89	1	4	5	1
16	simple	pi pi pi pi pi pi pi pi pi	95	1	4	5	1
17	simple	thir thir thir thir thir thir thir thir thir	101	1	4	5	1
18	simple	less less less less less less less less less	107	1	4	5	1
19	simple	ser ser ser ser ser ser ser ser ser	113	1	4	5	1
20	simple	if if if if if if if if if	119	1	4	5	1
21	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	125	1	4	5	1
22	simple	ver ver ver ver ver ver ver ver ver	131	1	4	5	1
23	simple	airy airy airy airy airy airy airy airy airy	137	1	4	5	1
24	simple	jur jur jur jur jur jur jur jur jur	143	1	4	5	1
25	simple	through through through through through through through through through	149	1	4	5	1
26	simple	a a a a a a a a a	155	1	4	5	1
27	simple	jin jin jin jin jin jin jin jin jin	161	1	4	5	1
28	simple	naw naw naw naw naw naw naw naw naw	167	1	4	5	1
29	simple	imah imah imah imah imah imah imah imah imah	173	1	4	5	1
30	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	179	1	4	5	1
31	simple	pie pie pie pie pie pie pie pie pie	185	1	4	5	1
32	simple	thought thought thought thought thought thought thought thought thought	191	1	4	5	1
33	simple	would would would would would would would would would	197	1	4	5	1
34	simple	fee fee fee fee fee fee fee fee fee	203	1	4	5	1
35	simple	peck peck peck peck peck peck peck peck peck	209	1	4	5	1
36	simple	caw caw caw caw caw caw caw caw caw	215	1	4	5	1
37	simple	the the the the the the the the the	221	1	4	5	1
38	simple	ti ti ti ti ti ti ti ti ti	227	1	4	5	1
39	simple	three three three three three three three three three	233	1	4	5	1
40	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	239	1	4	5	1
41	simple	pro pro pro pro pro pro pro pro pro	245	1	4	5	1
42	simple	per per per per per per per per per	251	1	4	5	1
