trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	three three three three three three three three three	5.0	1.0	4.0	5.0	1.0
2	simple	ti ti ti ti ti ti ti ti ti	11.0	1.0	4.0	5.0	1.0
3	simple	ther ther ther ther ther ther ther ther ther	17.0	1.0	4.0	5.0	1.0
4	simple	jur jur jur jur jur jur jur jur jur	23.0	1.0	4.0	5.0	1.0
5	simple	much much much much much much much much much	29.0	1.0	4.0	5.0	1.0
6	simple	ver ver ver ver ver ver ver ver ver	35.0	1.0	4.0	5.0	1.0
7	simple	airy airy airy airy airy airy airy airy airy	41.0	1.0	4.0	5.0	1.0
8	simple	through through through through through through through through through	47.0	1.0	4.0	5.0	1.0
9	simple	naw naw naw naw naw naw naw naw naw	53.0	1.0	4.0	5.0	1.0
10	simple	pro pro pro pro pro pro pro pro pro	59.0	1.0	4.0	5.0	1.0
11	simple	thought thought thought thought thought thought thought thought thought	65.0	1.0	4.0	5.0	1.0
12	simple	neh neh neh neh neh neh neh neh neh	71.0	1.0	4.0	5.0	1.0
13	simple	juh juh juh juh juh juh juh juh juh	77.0	1.0	4.0	5.0	1.0
14	simple	if if if if if if if if if	83.0	1.0	4.0	5.0	1.0
15	simple	fee fee fee fee fee fee fee fee fee	89.0	1.0	4.0	5.0	1.0
16	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	95.0	1.0	4.0	5.0	1.0
17	simple	thir thir thir thir thir thir thir thir thir	101.0	1.0	4.0	5.0	1.0
18	simple	caw caw caw caw caw caw caw caw caw	107.0	1.0	4.0	5.0	1.0
19	simple	a a a a a a a a a	113.0	1.0	4.0	5.0	1.0
20	simple	mih mih mih mih mih mih mih mih mih	119.0	1.0	4.0	5.0	1.0
21	simple	leh leh leh leh leh leh leh leh leh	125.0	1.0	4.0	5.0	1.0
22	simple	per per per per per per per per per	131.0	1.0	4.0	5.0	1.0
23	simple	jin jin jin jin jin jin jin jin jin	137.0	1.0	4.0	5.0	1.0
24	simple	throne throne throne throne throne throne throne throne throne	143.0	1.0	4.0	5.0	1.0
25	simple	how how how how how how how how how	149.0	1.0	4.0	5.0	1.0
26	simple	less less less less less less less less less	155.0	1.0	4.0	5.0	1.0
27	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	161.0	1.0	4.0	5.0	1.0
28	simple	imah imah imah imah imah imah imah imah imah	167.0	1.0	4.0	5.0	1.0
29	simple	the the the the the the the the the	173.0	1.0	4.0	5.0	1.0
30	simple	would would would would would would would would would	179.0	1.0	4.0	5.0	1.0
31	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	185.0	1.0	4.0	5.0	1.0
32	simple	ser ser ser ser ser ser ser ser ser	191.0	1.0	4.0	5.0	1.0
33	simple	pot pot pot pot pot pot pot pot pot	197.0	1.0	4.0	5.0	1.0
34	simple	day day day day day day day day day	203.0	1.0	4.0	5.0	1.0
