trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	juh juh juh juh juh juh juh juh juh	5.0	1.0	4.0	5.0	1.0
2	simple	per per per per per per per per per	11.0	1.0	4.0	5.0	1.0
3	simple	jur jur jur jur jur jur jur jur jur	17.0	1.0	4.0	5.0	1.0
4	simple	how how how how how how how how how	23.0	1.0	4.0	5.0	1.0
5	simple	day day day day day day day day day	29.0	1.0	4.0	5.0	1.0
6	simple	peck peck peck peck peck peck peck peck peck	35.0	1.0	4.0	5.0	1.0
7	simple	pot pot pot pot pot pot pot pot pot	41.0	1.0	4.0	5.0	1.0
8	simple	less less less less less less less less less	47.0	1.0	4.0	5.0	1.0
9	simple	jin jin jin jin jin jin jin jin jin	53.0	1.0	4.0	5.0	1.0
10	simple	ter ter ter ter ter ter ter ter ter	59.0	1.0	4.0	5.0	1.0
11	simple	would would would would would would would would would	65.0	1.0	4.0	5.0	1.0
12	simple	pie pie pie pie pie pie pie pie pie	71.0	1.0	4.0	5.0	1.0
13	simple	ther ther ther ther ther ther ther ther ther	77.0	1.0	4.0	5.0	1.0
14	simple	pi pi pi pi pi pi pi pi pi	83.0	1.0	4.0	5.0	1.0
15	simple	picked picked picked picked picked picked picked picked picked	89.0	1.0	4.0	5.0	1.0
16	simple	a a a a a a a a a	95.0	1.0	4.0	5.0	1.0
17	simple	caw caw caw caw caw caw caw caw caw	101.0	1.0	4.0	5.0	1.0
18	simple	naw naw naw naw naw naw naw naw naw	107.0	1.0	4.0	5.0	1.0
19	simple	fee fee fee fee fee fee fee fee fee	113.0	1.0	4.0	5.0	1.0
20	simple	leh leh leh leh leh leh leh leh leh	119.0	1.0	4.0	5.0	1.0
21	simple	ser ser ser ser ser ser ser ser ser	125.0	1.0	4.0	5.0	1.0
22	simple	much much much much much much much much much	131.0	1.0	4.0	5.0	1.0
23	simple	mih mih mih mih mih mih mih mih mih	137.0	1.0	4.0	5.0	1.0
24	simple	airy airy airy airy airy airy airy airy airy	143.0	1.0	4.0	5.0	1.0
25	simple	out out out out out out out out out	149.0	1.0	4.0	5.0	1.0
26	simple	through through through through through through through through through	155.0	1.0	4.0	5.0	1.0
27	simple	neh neh neh neh neh neh neh neh neh	161.0	1.0	4.0	5.0	1.0
28	simple	imah imah imah imah imah imah imah imah imah	167.0	1.0	4.0	5.0	1.0
29	simple	if if if if if if if if if	173.0	1.0	4.0	5.0	1.0
30	simple	ver ver ver ver ver ver ver ver ver	179.0	1.0	4.0	5.0	1.0
31	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	185.0	1.0	4.0	5.0	1.0
32	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	191.0	1.0	4.0	5.0	1.0
33	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	197.0	1.0	4.0	5.0	1.0
