trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	word	pro per caw fee pot through thurs pi ter pie per picked peck out less ser leh ther neh ver day	4.0	4.0	4.0	4.5
2	word	less ser leh ther neh ver day imah jin airy mih naw juh jur pro per caw fee pot through thurs	13.0	4.0	4.0	4.5
3	random	through juh thurs ser jin caw day fee pot airy naw ver leh neh per jur less mih imah pro ther	22.0	4.0	4.0	4.5
4	simple	out out out out out out out out out	31.0	4.0	4.0	4.5
5	word	pro per caw fee pot through thurs less ser leh ther neh ver day imah jin airy mih naw juh jur	40.0	4.0	4.0	4.5
6	word	less ser leh ther neh ver day pro per caw fee pot through thurs pi ter pie per picked peck out	49.0	4.0	4.0	4.5
7	random	thurs fee less through airy jur mih pot juh ser ther ver pro naw neh jin caw day leh per imah	58.0	4.0	4.0	4.5
8	word	imah jin airy mih naw juh jur less ser leh ther neh ver day pro per caw fee pot through thurs	67.0	4.0	4.0	4.5
9	word	imah jin airy mih naw juh jur pi ter pie per picked peck out less ser leh ther neh ver day	76.0	4.0	4.0	4.5
10	simple	pie pie pie pie pie pie pie pie pie	85.0	4.0	4.0	4.5
11	word	imah jin airy mih naw juh jur pro per caw fee pot through thurs pi ter pie per picked peck out	94.0	4.0	4.0	4.5
12	simple	ser ser ser ser ser ser ser ser ser	103.0	4.0	4.0	4.5
13	word	pi ter pie per picked peck out imah jin airy mih naw juh jur less ser leh ther neh ver day	112.0	4.0	4.0	4.5
14	word	pro per caw fee pot through thurs imah jin airy mih naw juh jur pi ter pie per picked peck out	121.0	4.0	4.0	4.5
15	word	pi ter pie per picked peck out pro per caw fee pot through thurs less ser leh ther neh ver day	130.0	4.0	4.0	4.5
16	word	pro per caw fee pot through thurs pi ter pie per picked peck out imah jin airy mih naw juh jur	139.0	4.0	4.0	4.5
17	simple	leh leh leh leh leh leh leh leh leh	148.0	4.0	4.0	4.5
18	random	leh pi pot out per pro neh less day ser thurs peck through ther picked pie ver ter fee caw per	157.0	4.0	4.0	4.5
19	random	jur less ther jin naw neh day juh mih ser peck imah ter out picked airy per pie leh pi ver	166.0	4.0	4.0	4.5
20	simple	per per per per per per per per per	175.0	4.0	4.0	4.5
21	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	184.0	4.0	4.0	4.5
22	random	ser day airy neh less out jur ver ther ter mih per pi peck picked juh leh naw pie imah jin	193.0	4.0	4.0	4.5
23	word	pro per caw fee pot through thurs less ser leh ther neh ver day pi ter pie per picked peck out	202.0	4.0	4.0	4.5
24	random	picked ser neh peck per less leh through out day caw pot ther pi ter per fee pro ver thurs pie	211.0	4.0	4.0	4.5
25	simple	neh neh neh neh neh neh neh neh neh	220.0	4.0	4.0	4.5
26	word	pi ter pie per picked peck out imah jin airy mih naw juh jur pro per caw fee pot through thurs	229.0	4.0	4.0	4.5
27	random	day pro peck pot pi less caw thurs out through ther per ser neh ver picked fee leh per ter pie	238.0	4.0	4.0	4.5
28	random	thurs caw ver pi pro pot through ther neh picked leh peck day ser per out ter less per pie fee	247.0	4.0	4.0	4.5
29	word	imah jin airy mih naw juh jur pi ter pie per picked peck out pro per caw fee pot through thurs	256.0	4.0	4.0	4.5
30	random	naw juh pi caw pie fee out thurs mih imah per jin pro pot per airy through jur ter peck picked	265.0	4.0	4.0	4.5
31	simple	pro pro pro pro pro pro pro pro pro	274.0	4.0	4.0	4.5
32	random	peck ther pro day ter pi less ser through out pot ver pie leh thurs picked neh fee per per caw	283.0	4.0	4.0	4.5
33	random	caw mih pie through pot juh pi ter naw fee jin jur thurs per airy picked per pro peck imah out	292.0	4.0	4.0	4.5
34	word	less ser leh ther neh ver day pi ter pie per picked peck out imah jin airy mih naw juh jur	301.0	4.0	4.0	4.5
35	word	less ser leh ther neh ver day pro per caw fee pot through thurs imah jin airy mih naw juh jur	310.0	4.0	4.0	4.5
36	word	imah jin airy mih naw juh jur less ser leh ther neh ver day pi ter pie per picked peck out	319.0	4.0	4.0	4.5
37	simple	pot pot pot pot pot pot pot pot pot	328.0	4.0	4.0	4.5
