trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	thought thought thought thought thought thought thought thought thought	5	1	4	5	1
2	simple	caw caw caw caw caw caw caw caw caw	11	1	4	5	1
3	simple	less less less less less less less less less	17	1	4	5	1
4	simple	ver ver ver ver ver ver ver ver ver	23	1	4	5	1
5	simple	peck peck peck peck peck peck peck peck peck	29	1	4	5	1
6	simple	pie pie pie pie pie pie pie pie pie	35	1	4	5	1
7	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	41	1	4	5	1
8	simple	mih mih mih mih mih mih mih mih mih	47	1	4	5	1
9	simple	pi pi pi pi pi pi pi pi pi	53	1	4	5	1
10	simple	how how how how how how how how how	59	1	4	5	1
11	simple	would would would would would would would would would	65	1	4	5	1
12	simple	picked picked picked picked picked picked picked picked picked	71	1	4	5	1
13	simple	ter ter ter ter ter ter ter ter ter	77	1	4	5	1
14	simple	per per per per per per per per per	83	1	4	5	1
15	simple	if if if if if if if if if	89	1	4	5	1
16	simple	a a a a a a a a a	95	1	4	5	1
17	simple	airy airy airy airy airy airy airy airy airy	101	1	4	5	1
18	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	107	1	4	5	1
19	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	113	1	4	5	1
20	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	119	1	4	5	1
21	simple	throne throne throne throne throne throne throne throne throne	125	1	4	5	1
22	simple	ser ser ser ser ser ser ser ser ser	131	1	4	5	1
23	simple	thir thir thir thir thir thir thir thir thir	137	1	4	5	1
24	simple	day day day day day day day day day	143	1	4	5	1
25	simple	jur jur jur jur jur jur jur jur jur	149	1	4	5	1
26	simple	jin jin jin jin jin jin jin jin jin	155	1	4	5	1
27	simple	out out out out out out out out out	161	1	4	5	1
28	simple	leh leh leh leh leh leh leh leh leh	167	1	4	5	1
29	simple	pro pro pro pro pro pro pro pro pro	173	1	4	5	1
30	simple	neh neh neh neh neh neh neh neh neh	179	1	4	5	1
31	simple	the the the the the the the the the	185	1	4	5	1
32	simple	imah imah imah imah imah imah imah imah imah	191	1	4	5	1
33	simple	pot pot pot pot pot pot pot pot pot	197	1	4	5	1
34	simple	ther ther ther ther ther ther ther ther ther	203	1	4	5	1
35	simple	much much much much much much much much much	209	1	4	5	1
36	simple	naw naw naw naw naw naw naw naw naw	215	1	4	5	1
37	simple	fee fee fee fee fee fee fee fee fee	221	1	4	5	1
38	simple	juh juh juh juh juh juh juh juh juh	227	1	4	5	1
39	simple	per per per per per per per per per	233	1	4	5	1
40	simple	through through through through through through through through through	239	1	4	5	1
41	simple	ti ti ti ti ti ti ti ti ti	245	1	4	5	1
42	simple	three three three three three three three three three	251	1	4	5	1
