trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	ver ver ver ver ver ver ver ver ver	5.0	1.0	4.0	5.0	1.0
2	simple	through through through through through through through through through	11.0	1.0	4.0	5.0	1.0
3	simple	pie pie pie pie pie pie pie pie pie	17.0	1.0	4.0	5.0	1.0
4	simple	picked picked picked picked picked picked picked picked picked	23.0	1.0	4.0	5.0	1.0
5	simple	ti ti ti ti ti ti ti ti ti	29.0	1.0	4.0	5.0	1.0
6	simple	thought thought thought thought thought thought thought thought thought	35.0	1.0	4.0	5.0	1.0
7	simple	much much much much much much much much much	41.0	1.0	4.0	5.0	1.0
8	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	47.0	1.0	4.0	5.0	1.0
9	simple	if if if if if if if if if	53.0	1.0	4.0	5.0	1.0
10	simple	pro pro pro pro pro pro pro pro pro	59.0	1.0	4.0	5.0	1.0
11	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	65.0	1.0	4.0	5.0	1.0
12	simple	ther ther ther ther ther ther ther ther ther	71.0	1.0	4.0	5.0	1.0
13	simple	caw caw caw caw caw caw caw caw caw	77.0	1.0	4.0	5.0	1.0
14	simple	ser ser ser ser ser ser ser ser ser	83.0	1.0	4.0	5.0	1.0
15	simple	neh neh neh neh neh neh neh neh neh	89.0	1.0	4.0	5.0	1.0
16	simple	the the the the the the the the the	95.0	1.0	4.0	5.0	1.0
17	simple	throne throne throne throne throne throne throne throne throne	101.0	1.0	4.0	5.0	1.0
18	simple	how how how how how how how how how	107.0	1.0	4.0	5.0	1.0
19	simple	peck peck peck peck peck peck peck peck peck	113.0	1.0	4.0	5.0	1.0
20	simple	day day day day day day day day day	119.0	1.0	4.0	5.0	1.0
21	simple	out out out out out out out out out	125.0	1.0	4.0	5.0	1.0
22	simple	thir thir thir thir thir thir thir thir thir	131.0	1.0	4.0	5.0	1.0
23	simple	leh leh leh leh leh leh leh leh leh	137.0	1.0	4.0	5.0	1.0
24	simple	would would would would would would would would would	143.0	1.0	4.0	5.0	1.0
25	simple	pot pot pot pot pot pot pot pot pot	149.0	1.0	4.0	5.0	1.0
26	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	155.0	1.0	4.0	5.0	1.0
27	simple	ter ter ter ter ter ter ter ter ter	161.0	1.0	4.0	5.0	1.0
28	simple	three three three three three three three three three	167.0	1.0	4.0	5.0	1.0
29	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	173.0	1.0	4.0	5.0	1.0
30	simple	fee fee fee fee fee fee fee fee fee	179.0	1.0	4.0	5.0	1.0
31	simple	pi pi pi pi pi pi pi pi pi	185.0	1.0	4.0	5.0	1.0
32	simple	per per per per per per per per per	191.0	1.0	4.0	5.0	1.0
33	simple	a a a a a a a a a	197.0	1.0	4.0	5.0	1.0
