trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	day day day day day day day day day	4.0	4.0	4.0	4.5
2	simple	ser ser ser ser ser ser ser ser ser	13.0	4.0	4.0	4.5
3	simple	would would would would would would would would would	22.0	4.0	4.0	4.5
4	simple	would would would would would would would would would	31.0	4.0	4.0	4.5
5	simple	airy airy airy airy airy airy airy airy airy	40.0	4.0	4.0	4.5
6	simple	if if if if if if if if if	49.0	4.0	4.0	4.5
7	simple	pro pro pro pro pro pro pro pro pro	58.0	4.0	4.0	4.5
8	simple	fee fee fee fee fee fee fee fee fee	67.0	4.0	4.0	4.5
9	simple	mih mih mih mih mih mih mih mih mih	76.0	4.0	4.0	4.5
10	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	85.0	4.0	4.0	4.5
11	simple	imah imah imah imah imah imah imah imah imah	94.0	4.0	4.0	4.5
12	simple	caw caw caw caw caw caw caw caw caw	103.0	4.0	4.0	4.5
13	simple	neh neh neh neh neh neh neh neh neh	112.0	4.0	4.0	4.5
14	simple	less less less less less less less less less	121.0	4.0	4.0	4.5
15	simple	ther ther ther ther ther ther ther ther ther	130.0	4.0	4.0	4.5
16	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	139.0	4.0	4.0	4.5
17	simple	a a a a a a a a a	148.0	4.0	4.0	4.5
18	simple	naw naw naw naw naw naw naw naw naw	157.0	4.0	4.0	4.5
19	simple	through through through through through through through through through	166.0	4.0	4.0	4.5
20	simple	if if if if if if if if if	175.0	4.0	4.0	4.5
21	simple	a a a a a a a a a	184.0	4.0	4.0	4.5
22	simple	leh leh leh leh leh leh leh leh leh	193.0	4.0	4.0	4.5
23	simple	how how how how how how how how how	202.0	4.0	4.0	4.5
24	simple	juh juh juh juh juh juh juh juh juh	211.0	4.0	4.0	4.5
25	simple	how how how how how how how how how	220.0	4.0	4.0	4.5
26	simple	imah imah imah imah imah imah imah imah imah	229.0	4.0	4.0	4.5
27	simple	fee fee fee fee fee fee fee fee fee	238.0	4.0	4.0	4.5
