trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	picked picked picked picked picked picked picked picked picked	4.0	4.0	4.0	4.5
2	simple	peck peck peck peck peck peck peck peck peck	13.0	4.0	4.0	4.5
3	simple	naw naw naw naw naw naw naw naw naw	22.0	4.0	4.0	4.5
4	simple	picked picked picked picked picked picked picked picked picked	31.0	4.0	4.0	4.5
5	simple	day day day day day day day day day	40.0	4.0	4.0	4.5
6	simple	ter ter ter ter ter ter ter ter ter	49.0	4.0	4.0	4.5
7	simple	jur jur jur jur jur jur jur jur jur	58.0	4.0	4.0	4.5
8	simple	neh neh neh neh neh neh neh neh neh	67.0	4.0	4.0	4.5
9	simple	peck peck peck peck peck peck peck peck peck	76.0	4.0	4.0	4.5
10	simple	ser ser ser ser ser ser ser ser ser	85.0	4.0	4.0	4.5
11	simple	mih mih mih mih mih mih mih mih mih	94.0	4.0	4.0	4.5
12	simple	less less less less less less less less less	103.0	4.0	4.0	4.5
13	simple	jin jin jin jin jin jin jin jin jin	112.0	4.0	4.0	4.5
14	simple	the the the the the the the the the	121.0	4.0	4.0	4.5
15	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	130.0	4.0	4.0	4.5
16	simple	ti ti ti ti ti ti ti ti ti	139.0	4.0	4.0	4.5
17	simple	pie pie pie pie pie pie pie pie pie	148.0	4.0	4.0	4.5
18	simple	jur jur jur jur jur jur jur jur jur	157.0	4.0	4.0	4.5
19	simple	three three three three three three three three three	166.0	4.0	4.0	4.5
20	simple	three three three three three three three three three	175.0	4.0	4.0	4.5
21	simple	thought thought thought thought thought thought thought thought thought	184.0	4.0	4.0	4.5
22	simple	thir thir thir thir thir thir thir thir thir	193.0	4.0	4.0	4.5
23	simple	mih mih mih mih mih mih mih mih mih	202.0	4.0	4.0	4.5
24	simple	the the the the the the the the the	211.0	4.0	4.0	4.5
25	simple	pie pie pie pie pie pie pie pie pie	220.0	4.0	4.0	4.5
26	simple	throne throne throne throne throne throne throne throne throne	229.0	4.0	4.0	4.5
27	simple	thought thought thought thought thought thought thought thought thought	238.0	4.0	4.0	4.5
