trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	jin jin jin jin jin jin jin jin jin	5.0	1.0	4.0	5.0	1.0
2	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	11.0	1.0	4.0	5.0	1.0
3	simple	through through through through through through through through through	17.0	1.0	4.0	5.0	1.0
4	simple	ti ti ti ti ti ti ti ti ti	23.0	1.0	4.0	5.0	1.0
5	simple	leh leh leh leh leh leh leh leh leh	29.0	1.0	4.0	5.0	1.0
6	simple	juh juh juh juh juh juh juh juh juh	35.0	1.0	4.0	5.0	1.0
7	simple	day day day day day day day day day	41.0	1.0	4.0	5.0	1.0
8	simple	the the the the the the the the the	47.0	1.0	4.0	5.0	1.0
9	simple	much much much much much much much much much	53.0	1.0	4.0	5.0	1.0
10	simple	would would would would would would would would would	59.0	1.0	4.0	5.0	1.0
11	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	65.0	1.0	4.0	5.0	1.0
12	simple	imah imah imah imah imah imah imah imah imah	71.0	1.0	4.0	5.0	1.0
13	simple	fee fee fee fee fee fee fee fee fee	77.0	1.0	4.0	5.0	1.0
14	simple	less less less less less less less less less	83.0	1.0	4.0	5.0	1.0
15	simple	jur jur jur jur jur jur jur jur jur	89.0	1.0	4.0	5.0	1.0
16	simple	how how how how how how how how how	95.0	1.0	4.0	5.0	1.0
17	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	101.0	1.0	4.0	5.0	1.0
18	simple	per per per per per per per per per	107.0	1.0	4.0	5.0	1.0
19	simple	thought thought thought thought thought thought thought thought thought	113.0	1.0	4.0	5.0	1.0
20	simple	thir thir thir thir thir thir thir thir thir	119.0	1.0	4.0	5.0	1.0
21	simple	ser ser ser ser ser ser ser ser ser	125.0	1.0	4.0	5.0	1.0
22	simple	throne throne throne throne throne throne throne throne throne	131.0	1.0	4.0	5.0	1.0
23	simple	a a a a a a a a a	137.0	1.0	4.0	5.0	1.0
24	simple	naw naw naw naw naw naw naw naw naw	143.0	1.0	4.0	5.0	1.0
25	simple	caw caw caw caw caw caw caw caw caw	149.0	1.0	4.0	5.0	1.0
26	simple	three three three three three three three three three	155.0	1.0	4.0	5.0	1.0
27	simple	mih mih mih mih mih mih mih mih mih	161.0	1.0	4.0	5.0	1.0
28	simple	pot pot pot pot pot pot pot pot pot	167.0	1.0	4.0	5.0	1.0
29	simple	ver ver ver ver ver ver ver ver ver	173.0	1.0	4.0	5.0	1.0
30	simple	neh neh neh neh neh neh neh neh neh	179.0	1.0	4.0	5.0	1.0
31	simple	pro pro pro pro pro pro pro pro pro	185.0	1.0	4.0	5.0	1.0
32	simple	airy airy airy airy airy airy airy airy airy	191.0	1.0	4.0	5.0	1.0
33	simple	ther ther ther ther ther ther ther ther ther	197.0	1.0	4.0	5.0	1.0
34	simple	if if if if if if if if if	203.0	1.0	4.0	5.0	1.0
