trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	less less less less less less less less less	4.0	4.0	4.0	4.5
2	simple	throne throne throne throne throne throne throne throne throne	13.0	4.0	4.0	4.5
3	simple	caw caw caw caw caw caw caw caw caw	22.0	4.0	4.0	4.5
4	simple	airy airy airy airy airy airy airy airy airy	31.0	4.0	4.0	4.5
5	simple	thir thir thir thir thir thir thir thir thir	40.0	4.0	4.0	4.5
6	simple	ti ti ti ti ti ti ti ti ti	49.0	4.0	4.0	4.5
7	simple	less less less less less less less less less	58.0	4.0	4.0	4.5
8	simple	ti ti ti ti ti ti ti ti ti	67.0	4.0	4.0	4.5
9	simple	throne throne throne throne throne throne throne throne throne	76.0	4.0	4.0	4.5
10	simple	thought thought thought thought thought thought thought thought thought	85.0	4.0	4.0	4.5
11	simple	ther ther ther ther ther ther ther ther ther	94.0	4.0	4.0	4.5
12	simple	thir thir thir thir thir thir thir thir thir	103.0	4.0	4.0	4.5
13	simple	naw naw naw naw naw naw naw naw naw	112.0	4.0	4.0	4.5
14	simple	day day day day day day day day day	121.0	4.0	4.0	4.5
15	simple	airy airy airy airy airy airy airy airy airy	130.0	4.0	4.0	4.5
16	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	139.0	4.0	4.0	4.5
17	simple	three three three three three three three three three	148.0	4.0	4.0	4.5
18	simple	jur jur jur jur jur jur jur jur jur	157.0	4.0	4.0	4.5
19	simple	pot pot pot pot pot pot pot pot pot	166.0	4.0	4.0	4.5
20	simple	pro pro pro pro pro pro pro pro pro	175.0	4.0	4.0	4.5
21	simple	pro pro pro pro pro pro pro pro pro	184.0	4.0	4.0	4.5
22	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	193.0	4.0	4.0	4.5
23	simple	jin jin jin jin jin jin jin jin jin	202.0	4.0	4.0	4.5
24	simple	jin jin jin jin jin jin jin jin jin	211.0	4.0	4.0	4.5
25	simple	the the the the the the the the the	220.0	4.0	4.0	4.5
26	simple	imah imah imah imah imah imah imah imah imah	229.0	4.0	4.0	4.5
27	simple	ser ser ser ser ser ser ser ser ser	238.0	4.0	4.0	4.5
