trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	three three three three three three three three three	5.0	1.0	4.0	5.0	1.0
2	simple	mih mih mih mih mih mih mih mih mih	11.0	1.0	4.0	5.0	1.0
3	simple	throne throne throne throne throne throne throne throne throne	17.0	1.0	4.0	5.0	1.0
4	simple	pie pie pie pie pie pie pie pie pie	23.0	1.0	4.0	5.0	1.0
5	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	29.0	1.0	4.0	5.0	1.0
6	simple	the the the the the the the the the	35.0	1.0	4.0	5.0	1.0
7	simple	picked picked picked picked picked picked picked picked picked	41.0	1.0	4.0	5.0	1.0
8	simple	juh juh juh juh juh juh juh juh juh	47.0	1.0	4.0	5.0	1.0
9	simple	neh neh neh neh neh neh neh neh neh	53.0	1.0	4.0	5.0	1.0
10	simple	jin jin jin jin jin jin jin jin jin	59.0	1.0	4.0	5.0	1.0
11	simple	ser ser ser ser ser ser ser ser ser	65.0	1.0	4.0	5.0	1.0
12	simple	ter ter ter ter ter ter ter ter ter	71.0	1.0	4.0	5.0	1.0
13	simple	peck peck peck peck peck peck peck peck peck	77.0	1.0	4.0	5.0	1.0
14	simple	if if if if if if if if if	83.0	1.0	4.0	5.0	1.0
15	simple	thought thought thought thought thought thought thought thought thought	89.0	1.0	4.0	5.0	1.0
16	simple	day day day day day day day day day	95.0	1.0	4.0	5.0	1.0
17	simple	leh leh leh leh leh leh leh leh leh	101.0	1.0	4.0	5.0	1.0
18	simple	imah imah imah imah imah imah imah imah imah	107.0	1.0	4.0	5.0	1.0
19	simple	airy airy airy airy airy airy airy airy airy	113.0	1.0	4.0	5.0	1.0
20	simple	jur jur jur jur jur jur jur jur jur	119.0	1.0	4.0	5.0	1.0
21	simple	ver ver ver ver ver ver ver ver ver	125.0	1.0	4.0	5.0	1.0
22	simple	how how how how how how how how how	131.0	1.0	4.0	5.0	1.0
23	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	137.0	1.0	4.0	5.0	1.0
24	simple	a a a a a a a a a	143.0	1.0	4.0	5.0	1.0
25	simple	out out out out out out out out out	149.0	1.0	4.0	5.0	1.0
26	simple	would would would would would would would would would	155.0	1.0	4.0	5.0	1.0
27	simple	ti ti ti ti ti ti ti ti ti	161.0	1.0	4.0	5.0	1.0
28	simple	less less less less less less less less less	167.0	1.0	4.0	5.0	1.0
29	simple	thir thir thir thir thir thir thir thir thir	173.0	1.0	4.0	5.0	1.0
30	simple	much much much much much much much much much	179.0	1.0	4.0	5.0	1.0
31	simple	per per per per per per per per per	185.0	1.0	4.0	5.0	1.0
32	simple	pi pi pi pi pi pi pi pi pi	191.0	1.0	4.0	5.0	1.0
33	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	197.0	1.0	4.0	5.0	1.0
34	simple	naw naw naw naw naw naw naw naw naw	203.0	1.0	4.0	5.0	1.0
