trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	4.0	1	4.0	4.5	2.0
2	0	pie pie pie pie pie pie pie pie pie 	10.0	1	4.0	4.5	2.0
3	0	mih mih mih mih mih mih mih mih mih 	16.0	1	4.0	4.5	2.0
4	0	ter ter ter ter ter ter ter ter ter 	22.0	1	4.0	4.5	2.0
5	0	day day day day day day day day day 	28.0	1	4.0	4.5	2.0
6	0	thought thought thought thought thought thought thought thought thought 	34.0	1	4.0	4.5	2.0
7	0	per per per per per per per per per 	40.0	1	4.0	4.5	2.0
8	0	pot pot pot pot pot pot pot pot pot 	46.0	1	4.0	4.5	2.0
9	0	ter ter ter ter ter ter ter ter ter 	52.0	1	4.0	4.5	2.0
10	0	per per per per per per per per per 	58.0	1	4.0	4.5	2.0
11	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	64.0	1	4.0	4.5	2.0
12	0	fee fee fee fee fee fee fee fee fee 	70.0	1	4.0	4.5	2.0
13	0	day day day day day day day day day 	76.0	1	4.0	4.5	2.0
14	0	pie pie pie pie pie pie pie pie pie 	82.0	1	4.0	4.5	2.0
15	0	ser ser ser ser ser ser ser ser ser 	88.0	1	4.0	4.5	2.0
16	0	mih mih mih mih mih mih mih mih mih 	94.0	1	4.0	4.5	2.0
17	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	100.0	1	4.0	4.5	2.0
18	0	thought thought thought thought thought thought thought thought thought 	106.0	1	4.0	4.5	2.0
19	0	ter ter ter ter ter ter ter ter ter 	112.0	1	4.0	4.5	2.0
20	0	day day day day day day day day day 	118.0	1	4.0	4.5	2.0
21	0	fee fee fee fee fee fee fee fee fee 	124.0	1	4.0	4.5	2.0
22	0	pie pie pie pie pie pie pie pie pie 	130.0	1	4.0	4.5	2.0
23	0	ser ser ser ser ser ser ser ser ser 	136.0	1	4.0	4.5	2.0
24	0	per per per per per per per per per 	142.0	1	4.0	4.5	2.0
25	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	148.0	1	4.0	4.5	2.0
26	0	fee fee fee fee fee fee fee fee fee 	154.0	1	4.0	4.5	2.0
27	0	mih mih mih mih mih mih mih mih mih 	160.0	1	4.0	4.5	2.0
28	0	pie pie pie pie pie pie pie pie pie 	166.0	1	4.0	4.5	2.0
29	0	thought thought thought thought thought thought thought thought thought 	172.0	1	4.0	4.5	2.0
30	0	day day day day day day day day day 	178.0	1	4.0	4.5	2.0
31	0	pot pot pot pot pot pot pot pot pot 	184.0	1	4.0	4.5	2.0
32	0	naw naw naw naw naw naw naw naw naw 	190.0	1	4.0	4.5	2.0
33	0	day day day day day day day day day 	196.0	1	4.0	4.5	2.0
34	0	thought thought thought thought thought thought thought thought thought 	202.0	1	4.0	4.5	2.0
35	0	fee fee fee fee fee fee fee fee fee 	208.0	1	4.0	4.5	2.0
36	0	pie pie pie pie pie pie pie pie pie 	214.0	1	4.0	4.5	2.0
37	0	pot pot pot pot pot pot pot pot pot 	220.0	1	4.0	4.5	2.0
38	0	ter ter ter ter ter ter ter ter ter 	226.0	1	4.0	4.5	2.0
39	0	ser ser ser ser ser ser ser ser ser 	232.0	1	4.0	4.5	2.0
40	0	mih mih mih mih mih mih mih mih mih 	238.0	1	4.0	4.5	2.0
41	0	mih mih mih mih mih mih mih mih mih 	244.0	1	4.0	4.5	2.0
42	0	ser ser ser ser ser ser ser ser ser 	250.0	1	4.0	4.5	2.0
43	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	256.0	1	4.0	4.5	2.0
44	0	ter ter ter ter ter ter ter ter ter 	262.0	1	4.0	4.5	2.0
45	0	fee fee fee fee fee fee fee fee fee 	268.0	1	4.0	4.5	2.0
46	0	thought thought thought thought thought thought thought thought thought 	274.0	1	4.0	4.5	2.0
47	0	per per per per per per per per per 	280.0	1	4.0	4.5	2.0
48	0	pot pot pot pot pot pot pot pot pot 	286.0	1	4.0	4.5	2.0
49	0	fee fee fee fee fee fee fee fee fee 	292.0	1	4.0	4.5	2.0
50	0	naw naw naw naw naw naw naw naw naw 	298.0	1	4.0	4.5	2.0
51	0	pot pot pot pot pot pot pot pot pot 	304.0	1	4.0	4.5	2.0
52	0	thought thought thought thought thought thought thought thought thought 	310.0	1	4.0	4.5	2.0
53	0	mih mih mih mih mih mih mih mih mih 	316.0	1	4.0	4.5	2.0
54	0	ser ser ser ser ser ser ser ser ser 	322.0	1	4.0	4.5	2.0
55	0	day day day day day day day day day 	328.0	1	4.0	4.5	2.0
56	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	334.0	1	4.0	4.5	2.0
57	0	day day day day day day day day day 	340.0	1	4.0	4.5	2.0
58	0	naw naw naw naw naw naw naw naw naw 	346.0	1	4.0	4.5	2.0
59	0	pie pie pie pie pie pie pie pie pie 	352.0	1	4.0	4.5	2.0
60	0	per per per per per per per per per 	358.0	1	4.0	4.5	2.0
61	0	thought thought thought thought thought thought thought thought thought 	364.0	1	4.0	4.5	2.0
62	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	370.0	1	4.0	4.5	2.0
63	0	fee fee fee fee fee fee fee fee fee 	376.0	1	4.0	4.5	2.0
64	0	ter ter ter ter ter ter ter ter ter 	382.0	1	4.0	4.5	2.0
