trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	throne throne throne throne throne throne throne throne throne 	4.0	1	4.0	4.5	2.0
2	0	ver ver ver ver ver ver ver ver ver 	10.0	1	4.0	4.5	2.0
3	0	ser ser ser ser ser ser ser ser ser 	16.0	1	4.0	4.5	2.0
4	0	ter ter ter ter ter ter ter ter ter 	22.0	1	4.0	4.5	2.0
5	0	juh juh juh juh juh juh juh juh juh 	28.0	1	4.0	4.5	2.0
6	0	pot pot pot pot pot pot pot pot pot 	34.0	1	4.0	4.5	2.0
7	0	neh neh neh neh neh neh neh neh neh 	40.0	1	4.0	4.5	2.0
8	0	pi pi pi pi pi pi pi pi pi 	46.0	1	4.0	4.5	2.0
9	0	ter ter ter ter ter ter ter ter ter 	52.0	1	4.0	4.5	2.0
10	0	pi pi pi pi pi pi pi pi pi 	58.0	1	4.0	4.5	2.0
11	0	out out out out out out out out out 	64.0	1	4.0	4.5	2.0
12	0	throne throne throne throne throne throne throne throne throne 	70.0	1	4.0	4.5	2.0
13	0	ser ser ser ser ser ser ser ser ser 	76.0	1	4.0	4.5	2.0
14	0	neh neh neh neh neh neh neh neh neh 	82.0	1	4.0	4.5	2.0
15	0	pot pot pot pot pot pot pot pot pot 	88.0	1	4.0	4.5	2.0
16	0	ver ver ver ver ver ver ver ver ver 	94.0	1	4.0	4.5	2.0
17	0	ser ser ser ser ser ser ser ser ser 	100.0	1	4.0	4.5	2.0
18	0	leh leh leh leh leh leh leh leh leh 	106.0	1	4.0	4.5	2.0
19	0	juh juh juh juh juh juh juh juh juh 	112.0	1	4.0	4.5	2.0
20	0	neh neh neh neh neh neh neh neh neh 	118.0	1	4.0	4.5	2.0
21	0	ver ver ver ver ver ver ver ver ver 	124.0	1	4.0	4.5	2.0
22	0	pot pot pot pot pot pot pot pot pot 	130.0	1	4.0	4.5	2.0
23	0	out out out out out out out out out 	136.0	1	4.0	4.5	2.0
24	0	ter ter ter ter ter ter ter ter ter 	142.0	1	4.0	4.5	2.0
25	0	pi pi pi pi pi pi pi pi pi 	148.0	1	4.0	4.5	2.0
26	0	ver ver ver ver ver ver ver ver ver 	154.0	1	4.0	4.5	2.0
27	0	leh leh leh leh leh leh leh leh leh 	160.0	1	4.0	4.5	2.0
28	0	pot pot pot pot pot pot pot pot pot 	166.0	1	4.0	4.5	2.0
29	0	neh neh neh neh neh neh neh neh neh 	172.0	1	4.0	4.5	2.0
30	0	ter ter ter ter ter ter ter ter ter 	178.0	1	4.0	4.5	2.0
31	0	throne throne throne throne throne throne throne throne throne 	184.0	1	4.0	4.5	2.0
32	0	ser ser ser ser ser ser ser ser ser 	190.0	1	4.0	4.5	2.0
33	0	juh juh juh juh juh juh juh juh juh 	196.0	1	4.0	4.5	2.0
34	0	neh neh neh neh neh neh neh neh neh 	202.0	1	4.0	4.5	2.0
35	0	ter ter ter ter ter ter ter ter ter 	208.0	1	4.0	4.5	2.0
36	0	pot pot pot pot pot pot pot pot pot 	214.0	1	4.0	4.5	2.0
37	0	ser ser ser ser ser ser ser ser ser 	220.0	1	4.0	4.5	2.0
38	0	pi pi pi pi pi pi pi pi pi 	226.0	1	4.0	4.5	2.0
39	0	throne throne throne throne throne throne throne throne throne 	232.0	1	4.0	4.5	2.0
40	0	out out out out out out out out out 	238.0	1	4.0	4.5	2.0
41	0	ser ser ser ser ser ser ser ser ser 	244.0	1	4.0	4.5	2.0
42	0	pot pot pot pot pot pot pot pot pot 	250.0	1	4.0	4.5	2.0
43	0	leh leh leh leh leh leh leh leh leh 	256.0	1	4.0	4.5	2.0
44	0	pi pi pi pi pi pi pi pi pi 	262.0	1	4.0	4.5	2.0
45	0	ver ver ver ver ver ver ver ver ver 	268.0	1	4.0	4.5	2.0
46	0	out out out out out out out out out 	274.0	1	4.0	4.5	2.0
47	0	throne throne throne throne throne throne throne throne throne 	280.0	1	4.0	4.5	2.0
48	0	neh neh neh neh neh neh neh neh neh 	286.0	1	4.0	4.5	2.0
49	0	pot pot pot pot pot pot pot pot pot 	292.0	1	4.0	4.5	2.0
50	0	ver ver ver ver ver ver ver ver ver 	298.0	1	4.0	4.5	2.0
51	0	leh leh leh leh leh leh leh leh leh 	304.0	1	4.0	4.5	2.0
52	0	juh juh juh juh juh juh juh juh juh 	310.0	1	4.0	4.5	2.0
53	0	throne throne throne throne throne throne throne throne throne 	316.0	1	4.0	4.5	2.0
54	0	ser ser ser ser ser ser ser ser ser 	322.0	1	4.0	4.5	2.0
55	0	neh neh neh neh neh neh neh neh neh 	328.0	1	4.0	4.5	2.0
56	0	ter ter ter ter ter ter ter ter ter 	334.0	1	4.0	4.5	2.0
57	0	throne throne throne throne throne throne throne throne throne 	340.0	1	4.0	4.5	2.0
58	0	leh leh leh leh leh leh leh leh leh 	346.0	1	4.0	4.5	2.0
59	0	pi pi pi pi pi pi pi pi pi 	352.0	1	4.0	4.5	2.0
60	0	out out out out out out out out out 	358.0	1	4.0	4.5	2.0
61	0	juh juh juh juh juh juh juh juh juh 	364.0	1	4.0	4.5	2.0
62	0	neh neh neh neh neh neh neh neh neh 	370.0	1	4.0	4.5	2.0
63	0	ser ser ser ser ser ser ser ser ser 	376.0	1	4.0	4.5	2.0
64	0	ter ter ter ter ter ter ter ter ter 	382.0	1	4.0	4.5	2.0
