trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	random	juh three the ti pro thurs naw imah thought jin caw jur airy fee pot thieves throne through mih thir per	4.0	4.0	4.0	4.5
2	random	mih airy thieves ti thir three jin naw ther thought throne ver neh juh the less jur day imah ser leh	13.0	4.0	4.0	4.5
3	random	juh ther mih thieves leh thir thought three airy ti neh the ser imah jin day jur ver less throne naw	22.0	4.0	4.0	4.5
4	random	juh jur airy three less imah thieves thought neh day the mih naw leh jin ver ser throne ti ther thir	31.0	4.0	4.0	4.5
5	word	imah jin airy mih naw juh jur less ser leh ther neh ver day the thir ti three thieves thought throne	40.0	4.0	4.0	4.5
6	simple	juh juh juh juh juh juh juh juh juh	49.0	4.0	4.0	4.5
7	random	per mih pot ver through thurs pro less imah jur juh naw airy ther neh ser day jin leh fee caw	58.0	4.0	4.0	4.5
8	word	the thir ti three thieves thought throne imah jin airy mih naw juh jur pro per caw fee pot through thurs	67.0	4.0	4.0	4.5
9	word	less ser leh ther neh ver day imah jin airy mih naw juh jur pro per caw fee pot through thurs	76.0	4.0	4.0	4.5
10	simple	through through through through through through through through through	85.0	4.0	4.0	4.5
11	simple	ver ver ver ver ver ver ver ver ver	94.0	4.0	4.0	4.5
12	simple	ser ser ser ser ser ser ser ser ser	103.0	4.0	4.0	4.5
13	word	less ser leh ther neh ver day pro per caw fee pot through thurs imah jin airy mih naw juh jur	112.0	4.0	4.0	4.5
14	simple	jin jin jin jin jin jin jin jin jin	121.0	4.0	4.0	4.5
15	simple	neh neh neh neh neh neh neh neh neh	130.0	4.0	4.0	4.5
16	word	the thir ti three thieves thought throne less ser leh ther neh ver day pro per caw fee pot through thurs	139.0	4.0	4.0	4.5
17	simple	naw naw naw naw naw naw naw naw naw	148.0	4.0	4.0	4.5
18	random	thurs throne ti thir the ver caw ther thieves through three ser day neh pot leh fee thought per less pro	157.0	4.0	4.0	4.5
19	random	ti ther leh thieves throne less ver juh airy the mih day neh jin jur ser three thir thought naw imah	166.0	4.0	4.0	4.5
20	word	pro per caw fee pot through thurs less ser leh ther neh ver day imah jin airy mih naw juh jur	175.0	4.0	4.0	4.5
21	word	the thir ti three thieves thought throne imah jin airy mih naw juh jur less ser leh ther neh ver day	184.0	4.0	4.0	4.5
22	random	thir pot ser ver less caw thought neh thurs per ti pro ther through thieves leh the fee day throne three	193.0	4.0	4.0	4.5
23	random	ver naw leh day airy ther neh fee caw thurs imah pot less per juh pro jin ser through mih jur	202.0	4.0	4.0	4.5
24	word	imah jin airy mih naw juh jur less ser leh ther neh ver day pro per caw fee pot through thurs	211.0	4.0	4.0	4.5
25	random	throne thir thought three ver fee day ther pot leh ser neh less caw per through pro thurs the ti thieves	220.0	4.0	4.0	4.5
26	simple	imah imah imah imah imah imah imah imah imah	229.0	4.0	4.0	4.5
27	simple	thought thought thought thought thought thought thought thought thought	238.0	4.0	4.0	4.5
28	simple	fee fee fee fee fee fee fee fee fee	247.0	4.0	4.0	4.5
29	simple	day day day day day day day day day	256.0	4.0	4.0	4.5
30	word	imah jin airy mih naw juh jur pro per caw fee pot through thurs less ser leh ther neh ver day	265.0	4.0	4.0	4.5
31	random	leh thought the ver neh ther through three ser per throne less fee thurs pot thieves caw thir day pro ti	274.0	4.0	4.0	4.5
32	simple	ti ti ti ti ti ti ti ti ti	283.0	4.0	4.0	4.5
33	simple	airy airy airy airy airy airy airy airy airy	292.0	4.0	4.0	4.5
34	simple	caw caw caw caw caw caw caw caw caw	301.0	4.0	4.0	4.5
35	word	imah jin airy mih naw juh jur the thir ti three thieves thought throne pro per caw fee pot through thurs	310.0	4.0	4.0	4.5
36	random	leh ther naw neh imah airy mih juh ser ti less ver throne day jur jin thought thir thieves the three	319.0	4.0	4.0	4.5
37	word	less ser leh ther neh ver day the thir ti three thieves thought throne pro per caw fee pot through thurs	328.0	4.0	4.0	4.5
