trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	5	1	4	5	1
2	simple	through through through through through through through through through	11	1	4	5	1
3	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	17	1	4	5	1
4	simple	caw caw caw caw caw caw caw caw caw	23	1	4	5	1
5	simple	ser ser ser ser ser ser ser ser ser	29	1	4	5	1
6	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	35	1	4	5	1
7	simple	day day day day day day day day day	41	1	4	5	1
8	simple	leh leh leh leh leh leh leh leh leh	47	1	4	5	1
9	simple	ver ver ver ver ver ver ver ver ver	53	1	4	5	1
10	simple	three three three three three three three three three	59	1	4	5	1
11	simple	ter ter ter ter ter ter ter ter ter	65	1	4	5	1
12	simple	ti ti ti ti ti ti ti ti ti	71	1	4	5	1
13	simple	a a a a a a a a a	77	1	4	5	1
14	simple	throne throne throne throne throne throne throne throne throne	83	1	4	5	1
15	simple	pi pi pi pi pi pi pi pi pi	89	1	4	5	1
16	simple	peck peck peck peck peck peck peck peck peck	95	1	4	5	1
17	simple	per per per per per per per per per	101	1	4	5	1
18	simple	how how how how how how how how how	107	1	4	5	1
19	simple	much much much much much much much much much	113	1	4	5	1
20	simple	the the the the the the the the the	119	1	4	5	1
21	simple	per per per per per per per per per	125	1	4	5	1
22	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	131	1	4	5	1
23	simple	pie pie pie pie pie pie pie pie pie	137	1	4	5	1
24	simple	thought thought thought thought thought thought thought thought thought	143	1	4	5	1
25	simple	fee fee fee fee fee fee fee fee fee	149	1	4	5	1
26	simple	less less less less less less less less less	155	1	4	5	1
27	simple	mih mih mih mih mih mih mih mih mih	161	1	4	5	1
28	simple	would would would would would would would would would	167	1	4	5	1
29	simple	airy airy airy airy airy airy airy airy airy	173	1	4	5	1
30	simple	neh neh neh neh neh neh neh neh neh	179	1	4	5	1
31	simple	out out out out out out out out out	185	1	4	5	1
32	simple	ther ther ther ther ther ther ther ther ther	191	1	4	5	1
33	simple	picked picked picked picked picked picked picked picked picked	197	1	4	5	1
34	simple	imah imah imah imah imah imah imah imah imah	203	1	4	5	1
35	simple	naw naw naw naw naw naw naw naw naw	209	1	4	5	1
36	simple	juh juh juh juh juh juh juh juh juh	215	1	4	5	1
37	simple	if if if if if if if if if	221	1	4	5	1
38	simple	jin jin jin jin jin jin jin jin jin	227	1	4	5	1
39	simple	jur jur jur jur jur jur jur jur jur	233	1	4	5	1
40	simple	pot pot pot pot pot pot pot pot pot	239	1	4	5	1
41	simple	thir thir thir thir thir thir thir thir thir	245	1	4	5	1
42	simple	pro pro pro pro pro pro pro pro pro	251	1	4	5	1
