trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	three three three three three three three three three	4.0	4.0	4.0	4.5
2	simple	thir thir thir thir thir thir thir thir thir	13.0	4.0	4.0	4.5
3	simple	ter ter ter ter ter ter ter ter ter	22.0	4.0	4.0	4.5
4	simple	caw caw caw caw caw caw caw caw caw	31.0	4.0	4.0	4.5
5	simple	juh juh juh juh juh juh juh juh juh	40.0	4.0	4.0	4.5
6	simple	airy airy airy airy airy airy airy airy airy	49.0	4.0	4.0	4.5
7	simple	much much much much much much much much much	58.0	4.0	4.0	4.5
8	simple	picked picked picked picked picked picked picked picked picked	67.0	4.0	4.0	4.5
9	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	76.0	4.0	4.0	4.5
10	simple	ther ther ther ther ther ther ther ther ther	85.0	4.0	4.0	4.5
11	simple	airy airy airy airy airy airy airy airy airy	94.0	4.0	4.0	4.5
12	simple	less less less less less less less less less	103.0	4.0	4.0	4.5
13	simple	pot pot pot pot pot pot pot pot pot	112.0	4.0	4.0	4.5
14	simple	imah imah imah imah imah imah imah imah imah	121.0	4.0	4.0	4.5
15	simple	would would would would would would would would would	130.0	4.0	4.0	4.5
16	simple	if if if if if if if if if	139.0	4.0	4.0	4.5
17	simple	much much much much much much much much much	148.0	4.0	4.0	4.5
18	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	157.0	4.0	4.0	4.5
19	simple	juh juh juh juh juh juh juh juh juh	166.0	4.0	4.0	4.5
20	simple	peck peck peck peck peck peck peck peck peck	175.0	4.0	4.0	4.5
21	simple	neh neh neh neh neh neh neh neh neh	184.0	4.0	4.0	4.5
22	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	193.0	4.0	4.0	4.5
23	simple	fee fee fee fee fee fee fee fee fee	202.0	4.0	4.0	4.5
24	simple	leh leh leh leh leh leh leh leh leh	211.0	4.0	4.0	4.5
25	simple	through through through through through through through through through	220.0	4.0	4.0	4.5
26	simple	pro pro pro pro pro pro pro pro pro	229.0	4.0	4.0	4.5
27	simple	day day day day day day day day day	238.0	4.0	4.0	4.5
28	simple	jur jur jur jur jur jur jur jur jur	247.0	4.0	4.0	4.5
29	simple	out out out out out out out out out	256.0	4.0	4.0	4.5
30	simple	jur jur jur jur jur jur jur jur jur	265.0	4.0	4.0	4.5
31	simple	neh neh neh neh neh neh neh neh neh	274.0	4.0	4.0	4.5
32	simple	thought thought thought thought thought thought thought thought thought	283.0	4.0	4.0	4.5
33	simple	ter ter ter ter ter ter ter ter ter	292.0	4.0	4.0	4.5
34	simple	per per per per per per per per per	301.0	4.0	4.0	4.5
35	simple	ther ther ther ther ther ther ther ther ther	310.0	4.0	4.0	4.5
36	simple	three three three three three three three three three	319.0	4.0	4.0	4.5
37	simple	caw caw caw caw caw caw caw caw caw	328.0	4.0	4.0	4.5
38	simple	pie pie pie pie pie pie pie pie pie	337.0	4.0	4.0	4.5
39	simple	picked picked picked picked picked picked picked picked picked	346.0	4.0	4.0	4.5
40	simple	out out out out out out out out out	355.0	4.0	4.0	4.5
