trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	airy airy airy airy airy airy airy airy airy	4.0	4.0	4.0	4.5
2	simple	would would would would would would would would would	13.0	4.0	4.0	4.5
3	simple	jin jin jin jin jin jin jin jin jin	22.0	4.0	4.0	4.5
4	simple	ver ver ver ver ver ver ver ver ver	31.0	4.0	4.0	4.5
5	simple	pi pi pi pi pi pi pi pi pi	40.0	4.0	4.0	4.5
6	simple	neh neh neh neh neh neh neh neh neh	49.0	4.0	4.0	4.5
7	simple	picked picked picked picked picked picked picked picked picked	58.0	4.0	4.0	4.5
8	simple	jin jin jin jin jin jin jin jin jin	67.0	4.0	4.0	4.5
9	simple	pi pi pi pi pi pi pi pi pi	76.0	4.0	4.0	4.5
10	simple	out out out out out out out out out	85.0	4.0	4.0	4.5
11	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	94.0	4.0	4.0	4.5
12	simple	neh neh neh neh neh neh neh neh neh	103.0	4.0	4.0	4.5
13	simple	jur jur jur jur jur jur jur jur jur	112.0	4.0	4.0	4.5
14	simple	naw naw naw naw naw naw naw naw naw	121.0	4.0	4.0	4.5
15	simple	less less less less less less less less less	130.0	4.0	4.0	4.5
16	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	139.0	4.0	4.0	4.5
17	simple	jur jur jur jur jur jur jur jur jur	148.0	4.0	4.0	4.5
18	simple	ver ver ver ver ver ver ver ver ver	157.0	4.0	4.0	4.5
19	simple	a a a a a a a a a	166.0	4.0	4.0	4.5
20	simple	much much much much much much much much much	175.0	4.0	4.0	4.5
21	simple	how how how how how how how how how	184.0	4.0	4.0	4.5
22	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	193.0	4.0	4.0	4.5
23	simple	ther ther ther ther ther ther ther ther ther	202.0	4.0	4.0	4.5
24	simple	imah imah imah imah imah imah imah imah imah	211.0	4.0	4.0	4.5
25	simple	imah imah imah imah imah imah imah imah imah	220.0	4.0	4.0	4.5
26	simple	peck peck peck peck peck peck peck peck peck	229.0	4.0	4.0	4.5
27	simple	if if if if if if if if if	238.0	4.0	4.0	4.5
