trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	mih mih mih mih mih mih mih mih mih	5	1	4	5	1
2	simple	neh neh neh neh neh neh neh neh neh	11	1	4	5	1
3	simple	ter ter ter ter ter ter ter ter ter	17	1	4	5	1
4	simple	airy airy airy airy airy airy airy airy airy	23	1	4	5	1
5	simple	thought thought thought thought thought thought thought thought thought	29	1	4	5	1
6	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	35	1	4	5	1
7	simple	juh juh juh juh juh juh juh juh juh	41	1	4	5	1
8	simple	per per per per per per per per per	47	1	4	5	1
9	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	53	1	4	5	1
10	simple	if if if if if if if if if	59	1	4	5	1
11	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	65	1	4	5	1
12	simple	imah imah imah imah imah imah imah imah imah	71	1	4	5	1
13	simple	pi pi pi pi pi pi pi pi pi	77	1	4	5	1
14	simple	much much much much much much much much much	83	1	4	5	1
15	simple	caw caw caw caw caw caw caw caw caw	89	1	4	5	1
16	simple	ther ther ther ther ther ther ther ther ther	95	1	4	5	1
17	simple	pro pro pro pro pro pro pro pro pro	101	1	4	5	1
18	simple	ser ser ser ser ser ser ser ser ser	107	1	4	5	1
19	simple	per per per per per per per per per	113	1	4	5	1
20	simple	ver ver ver ver ver ver ver ver ver	119	1	4	5	1
21	simple	jin jin jin jin jin jin jin jin jin	125	1	4	5	1
22	simple	day day day day day day day day day	131	1	4	5	1
23	simple	how how how how how how how how how	137	1	4	5	1
24	simple	picked picked picked picked picked picked picked picked picked	143	1	4	5	1
25	simple	jur jur jur jur jur jur jur jur jur	149	1	4	5	1
26	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	155	1	4	5	1
27	simple	peck peck peck peck peck peck peck peck peck	161	1	4	5	1
28	simple	naw naw naw naw naw naw naw naw naw	167	1	4	5	1
29	simple	the the the the the the the the the	173	1	4	5	1
30	simple	through through through through through through through through through	179	1	4	5	1
31	simple	less less less less less less less less less	185	1	4	5	1
32	simple	pot pot pot pot pot pot pot pot pot	191	1	4	5	1
33	simple	throne throne throne throne throne throne throne throne throne	197	1	4	5	1
34	simple	a a a a a a a a a	203	1	4	5	1
35	simple	out out out out out out out out out	209	1	4	5	1
36	simple	ti ti ti ti ti ti ti ti ti	215	1	4	5	1
37	simple	pie pie pie pie pie pie pie pie pie	221	1	4	5	1
38	simple	three three three three three three three three three	227	1	4	5	1
39	simple	fee fee fee fee fee fee fee fee fee	233	1	4	5	1
40	simple	would would would would would would would would would	239	1	4	5	1
41	simple	leh leh leh leh leh leh leh leh leh	245	1	4	5	1
42	simple	thir thir thir thir thir thir thir thir thir	251	1	4	5	1
