trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	out out out out out out out out out	4.0	4.0	4.0	4.5
2	word	less ser leh ther neh ver day imah jin airy mih naw juh jur the thir ti three thieves thought throne	13.0	4.0	4.0	4.5
3	word	imah jin airy mih naw juh jur pi ter pie per picked peck out the thir ti three thieves thought throne	22.0	4.0	4.0	4.5
4	simple	ther ther ther ther ther ther ther ther ther	31.0	4.0	4.0	4.5
5	word	imah jin airy mih naw juh jur less ser leh ther neh ver day pi ter pie per picked peck out	40.0	4.0	4.0	4.5
6	random	throne airy naw juh ver thought the three jin less ti leh thieves thir day neh ser jur ther mih imah	49.0	4.0	4.0	4.5
7	random	ser ver thought thir naw thieves three jin ther juh the leh jur less ti day neh airy throne imah mih	58.0	4.0	4.0	4.5
8	random	neh out less thought three pie thieves ter leh pi ser day ver peck per ther picked thir the ti throne	67.0	4.0	4.0	4.5
9	random	ter per jur picked pie peck the imah throne out jin juh thir thieves thought mih airy three ti pi naw	76.0	4.0	4.0	4.5
10	simple	mih mih mih mih mih mih mih mih mih	85.0	4.0	4.0	4.5
11	word	pi ter pie per picked peck out the thir ti three thieves thought throne less ser leh ther neh ver day	94.0	4.0	4.0	4.5
12	random	thought the day pi out ver peck neh ti picked per three thir less thieves ther pie throne ser leh ter	103.0	4.0	4.0	4.5
13	simple	less less less less less less less less less	112.0	4.0	4.0	4.5
14	word	the thir ti three thieves thought throne imah jin airy mih naw juh jur pi ter pie per picked peck out	121.0	4.0	4.0	4.5
15	word	pi ter pie per picked peck out the thir ti three thieves thought throne imah jin airy mih naw juh jur	130.0	4.0	4.0	4.5
16	simple	throne throne throne throne throne throne throne throne throne	139.0	4.0	4.0	4.5
17	word	imah jin airy mih naw juh jur pi ter pie per picked peck out less ser leh ther neh ver day	148.0	4.0	4.0	4.5
18	word	less ser leh ther neh ver day imah jin airy mih naw juh jur pi ter pie per picked peck out	157.0	4.0	4.0	4.5
19	random	picked out thought the ter naw thieves per three mih juh imah thir pi pie throne peck ti airy jur jin	166.0	4.0	4.0	4.5
20	random	picked mih naw ter ver jur jin neh per ser day out less leh peck ther pi pie imah juh airy	175.0	4.0	4.0	4.5
21	simple	per per per per per per per per per	184.0	4.0	4.0	4.5
22	random	jur ser mih less out day leh picked neh naw ver peck airy jin ter per pi juh ther pie imah	193.0	4.0	4.0	4.5
23	simple	thir thir thir thir thir thir thir thir thir	202.0	4.0	4.0	4.5
24	simple	day day day day day day day day day	211.0	4.0	4.0	4.5
25	word	imah jin airy mih naw juh jur the thir ti three thieves thought throne pi ter pie per picked peck out	220.0	4.0	4.0	4.5
26	random	mih peck airy thought the per thieves jur juh three pie jin throne thir naw imah ter pi ti out picked	229.0	4.0	4.0	4.5
27	word	pi ter pie per picked peck out imah jin airy mih naw juh jur the thir ti three thieves thought throne	238.0	4.0	4.0	4.5
28	random	ti ther the per throne out ser neh leh thought pi day picked peck ver pie thir ter thieves less three	247.0	4.0	4.0	4.5
29	random	less jin neh ser leh imah naw ter mih day peck out airy per jur picked pie ther pi ver juh	256.0	4.0	4.0	4.5
30	word	the thir ti three thieves thought throne pi ter pie per picked peck out imah jin airy mih naw juh jur	265.0	4.0	4.0	4.5
31	simple	imah imah imah imah imah imah imah imah imah	274.0	4.0	4.0	4.5
32	random	per jin pie jur ter leh imah out juh naw mih neh pi ver ther ser peck picked less airy day	283.0	4.0	4.0	4.5
33	word	less ser leh ther neh ver day the thir ti three thieves thought throne pi ter pie per picked peck out	292.0	4.0	4.0	4.5
34	simple	ver ver ver ver ver ver ver ver ver	301.0	4.0	4.0	4.5
35	simple	jin jin jin jin jin jin jin jin jin	310.0	4.0	4.0	4.5
36	word	the thir ti three thieves thought throne less ser leh ther neh ver day imah jin airy mih naw juh jur	319.0	4.0	4.0	4.5
37	simple	airy airy airy airy airy airy airy airy airy	328.0	4.0	4.0	4.5
