trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	neh neh neh neh neh neh neh neh neh	4.0	4.0	4.0	4.5
2	simple	day day day day day day day day day	13.0	4.0	4.0	4.5
3	simple	neh neh neh neh neh neh neh neh neh	22.0	4.0	4.0	4.5
4	simple	picked picked picked picked picked picked picked picked picked	31.0	4.0	4.0	4.5
5	simple	per per per per per per per per per	40.0	4.0	4.0	4.5
6	simple	ser ser ser ser ser ser ser ser ser	49.0	4.0	4.0	4.5
7	simple	throne throne throne throne throne throne throne throne throne	58.0	4.0	4.0	4.5
8	simple	less less less less less less less less less	67.0	4.0	4.0	4.5
9	simple	pie pie pie pie pie pie pie pie pie	76.0	4.0	4.0	4.5
10	simple	peck peck peck peck peck peck peck peck peck	85.0	4.0	4.0	4.5
11	simple	ti ti ti ti ti ti ti ti ti	94.0	4.0	4.0	4.5
12	simple	three three three three three three three three three	103.0	4.0	4.0	4.5
13	simple	would would would would would would would would would	112.0	4.0	4.0	4.5
14	simple	pi pi pi pi pi pi pi pi pi	121.0	4.0	4.0	4.5
15	simple	a a a a a a a a a	130.0	4.0	4.0	4.5
16	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	139.0	4.0	4.0	4.5
17	simple	ver ver ver ver ver ver ver ver ver	148.0	4.0	4.0	4.5
18	simple	thir thir thir thir thir thir thir thir thir	157.0	4.0	4.0	4.5
19	simple	picked picked picked picked picked picked picked picked picked	166.0	4.0	4.0	4.5
20	simple	less less less less less less less less less	175.0	4.0	4.0	4.5
21	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	184.0	4.0	4.0	4.5
22	simple	thir thir thir thir thir thir thir thir thir	193.0	4.0	4.0	4.5
23	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	202.0	4.0	4.0	4.5
24	simple	a a a a a a a a a	211.0	4.0	4.0	4.5
25	simple	three three three three three three three three three	220.0	4.0	4.0	4.5
26	simple	leh leh leh leh leh leh leh leh leh	229.0	4.0	4.0	4.5
27	simple	the the the the the the the the the	238.0	4.0	4.0	4.5
