trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	leh leh leh leh leh leh leh leh leh	4.0	4.0	4.0	4.5
2	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	13.0	4.0	4.0	4.5
3	simple	caw caw caw caw caw caw caw caw caw	22.0	4.0	4.0	4.5
4	simple	pot pot pot pot pot pot pot pot pot	31.0	4.0	4.0	4.5
5	simple	ter ter ter ter ter ter ter ter ter	40.0	4.0	4.0	4.5
6	simple	peck peck peck peck peck peck peck peck peck	49.0	4.0	4.0	4.5
7	simple	out out out out out out out out out	58.0	4.0	4.0	4.5
8	simple	if if if if if if if if if	67.0	4.0	4.0	4.5
9	simple	neh neh neh neh neh neh neh neh neh	76.0	4.0	4.0	4.5
10	simple	how how how how how how how how how	85.0	4.0	4.0	4.5
11	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	94.0	4.0	4.0	4.5
12	simple	fee fee fee fee fee fee fee fee fee	103.0	4.0	4.0	4.5
13	simple	pro pro pro pro pro pro pro pro pro	112.0	4.0	4.0	4.5
14	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	121.0	4.0	4.0	4.5
15	simple	if if if if if if if if if	130.0	4.0	4.0	4.5
16	simple	a a a a a a a a a	139.0	4.0	4.0	4.5
17	simple	ver ver ver ver ver ver ver ver ver	148.0	4.0	4.0	4.5
18	simple	caw caw caw caw caw caw caw caw caw	157.0	4.0	4.0	4.5
19	simple	much much much much much much much much much	166.0	4.0	4.0	4.5
20	simple	ser ser ser ser ser ser ser ser ser	175.0	4.0	4.0	4.5
21	simple	pi pi pi pi pi pi pi pi pi	184.0	4.0	4.0	4.5
22	simple	through through through through through through through through through	193.0	4.0	4.0	4.5
23	simple	would would would would would would would would would	202.0	4.0	4.0	4.5
24	simple	pie pie pie pie pie pie pie pie pie	211.0	4.0	4.0	4.5
25	simple	would would would would would would would would would	220.0	4.0	4.0	4.5
26	simple	a a a a a a a a a	229.0	4.0	4.0	4.5
