trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	5.0	1.0	4.0	5.0	1.0
2	simple	how how how how how how how how how	11.0	1.0	4.0	5.0	1.0
3	simple	a a a a a a a a a	17.0	1.0	4.0	5.0	1.0
4	simple	juh juh juh juh juh juh juh juh juh	23.0	1.0	4.0	5.0	1.0
5	simple	peck peck peck peck peck peck peck peck peck	29.0	1.0	4.0	5.0	1.0
6	simple	ver ver ver ver ver ver ver ver ver	35.0	1.0	4.0	5.0	1.0
7	simple	much much much much much much much much much	41.0	1.0	4.0	5.0	1.0
8	simple	imah imah imah imah imah imah imah imah imah	47.0	1.0	4.0	5.0	1.0
9	simple	the the the the the the the the the	53.0	1.0	4.0	5.0	1.0
10	simple	leh leh leh leh leh leh leh leh leh	59.0	1.0	4.0	5.0	1.0
11	simple	ther ther ther ther ther ther ther ther ther	65.0	1.0	4.0	5.0	1.0
12	simple	pi pi pi pi pi pi pi pi pi	71.0	1.0	4.0	5.0	1.0
13	simple	three three three three three three three three three	77.0	1.0	4.0	5.0	1.0
14	simple	out out out out out out out out out	83.0	1.0	4.0	5.0	1.0
15	simple	day day day day day day day day day	89.0	1.0	4.0	5.0	1.0
16	simple	mih mih mih mih mih mih mih mih mih	95.0	1.0	4.0	5.0	1.0
17	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	101.0	1.0	4.0	5.0	1.0
18	simple	ser ser ser ser ser ser ser ser ser	107.0	1.0	4.0	5.0	1.0
19	simple	naw naw naw naw naw naw naw naw naw	113.0	1.0	4.0	5.0	1.0
20	simple	thought thought thought thought thought thought thought thought thought	119.0	1.0	4.0	5.0	1.0
21	simple	picked picked picked picked picked picked picked picked picked	125.0	1.0	4.0	5.0	1.0
22	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	131.0	1.0	4.0	5.0	1.0
23	simple	neh neh neh neh neh neh neh neh neh	137.0	1.0	4.0	5.0	1.0
24	simple	pie pie pie pie pie pie pie pie pie	143.0	1.0	4.0	5.0	1.0
25	simple	jur jur jur jur jur jur jur jur jur	149.0	1.0	4.0	5.0	1.0
26	simple	thir thir thir thir thir thir thir thir thir	155.0	1.0	4.0	5.0	1.0
27	simple	airy airy airy airy airy airy airy airy airy	161.0	1.0	4.0	5.0	1.0
28	simple	would would would would would would would would would	167.0	1.0	4.0	5.0	1.0
29	simple	ti ti ti ti ti ti ti ti ti	173.0	1.0	4.0	5.0	1.0
30	simple	per per per per per per per per per	179.0	1.0	4.0	5.0	1.0
31	simple	less less less less less less less less less	185.0	1.0	4.0	5.0	1.0
32	simple	jin jin jin jin jin jin jin jin jin	191.0	1.0	4.0	5.0	1.0
33	simple	if if if if if if if if if	197.0	1.0	4.0	5.0	1.0
34	simple	throne throne throne throne throne throne throne throne throne	203.0	1.0	4.0	5.0	1.0
