trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	naw naw naw naw naw naw naw naw naw	4.0	4.0	4.0	4.5
2	simple	neh neh neh neh neh neh neh neh neh	13.0	4.0	4.0	4.5
3	simple	a a a a a a a a a	22.0	4.0	4.0	4.5
4	simple	ther ther ther ther ther ther ther ther ther	31.0	4.0	4.0	4.5
5	simple	if if if if if if if if if	40.0	4.0	4.0	4.5
6	simple	mih mih mih mih mih mih mih mih mih	49.0	4.0	4.0	4.5
7	simple	jur jur jur jur jur jur jur jur jur	58.0	4.0	4.0	4.5
8	simple	imah imah imah imah imah imah imah imah imah	67.0	4.0	4.0	4.5
9	simple	thought thought thought thought thought thought thought thought thought	76.0	4.0	4.0	4.5
10	simple	jin jin jin jin jin jin jin jin jin	85.0	4.0	4.0	4.5
11	simple	the the the the the the the the the	94.0	4.0	4.0	4.5
12	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	103.0	4.0	4.0	4.5
13	simple	mih mih mih mih mih mih mih mih mih	112.0	4.0	4.0	4.5
14	simple	leh leh leh leh leh leh leh leh leh	121.0	4.0	4.0	4.5
15	simple	ther ther ther ther ther ther ther ther ther	130.0	4.0	4.0	4.5
16	simple	if if if if if if if if if	139.0	4.0	4.0	4.5
17	simple	naw naw naw naw naw naw naw naw naw	148.0	4.0	4.0	4.5
18	simple	thir thir thir thir thir thir thir thir thir	157.0	4.0	4.0	4.5
19	simple	ser ser ser ser ser ser ser ser ser	166.0	4.0	4.0	4.5
20	simple	day day day day day day day day day	175.0	4.0	4.0	4.5
21	simple	ti ti ti ti ti ti ti ti ti	184.0	4.0	4.0	4.5
22	simple	would would would would would would would would would	193.0	4.0	4.0	4.5
23	simple	thir thir thir thir thir thir thir thir thir	202.0	4.0	4.0	4.5
24	simple	three three three three three three three three three	211.0	4.0	4.0	4.5
25	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	220.0	4.0	4.0	4.5
26	simple	a a a a a a a a a	229.0	4.0	4.0	4.5
27	simple	less less less less less less less less less	238.0	4.0	4.0	4.5
