trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	naw naw naw naw naw naw naw naw naw 	4.0	1	4.0	4.5	2.0
2	0	thir thir thir thir thir thir thir thir thir 	10.0	1	4.0	4.5	2.0
3	0	pot pot pot pot pot pot pot pot pot 	16.0	1	4.0	4.5	2.0
4	0	ti ti ti ti ti ti ti ti ti 	22.0	1	4.0	4.5	2.0
5	0	three three three three three three three three three 	28.0	1	4.0	4.5	2.0
6	0	throne throne throne throne throne throne throne throne throne 	34.0	1	4.0	4.5	2.0
7	0	neh neh neh neh neh neh neh neh neh 	40.0	1	4.0	4.5	2.0
8	0	through through through through through through through through through 	46.0	1	4.0	4.5	2.0
9	0	thir thir thir thir thir thir thir thir thir 	52.0	1	4.0	4.5	2.0
10	0	pot pot pot pot pot pot pot pot pot 	58.0	1	4.0	4.5	2.0
11	0	juh juh juh juh juh juh juh juh juh 	64.0	1	4.0	4.5	2.0
12	0	ti ti ti ti ti ti ti ti ti 	70.0	1	4.0	4.5	2.0
13	0	airy airy airy airy airy airy airy airy airy 	76.0	1	4.0	4.5	2.0
14	0	naw naw naw naw naw naw naw naw naw 	82.0	1	4.0	4.5	2.0
15	0	throne throne throne throne throne throne throne throne throne 	88.0	1	4.0	4.5	2.0
16	0	through through through through through through through through through 	94.0	1	4.0	4.5	2.0
17	0	juh juh juh juh juh juh juh juh juh 	100.0	1	4.0	4.5	2.0
18	0	thir thir thir thir thir thir thir thir thir 	106.0	1	4.0	4.5	2.0
19	0	throne throne throne throne throne throne throne throne throne 	112.0	1	4.0	4.5	2.0
20	0	pot pot pot pot pot pot pot pot pot 	118.0	1	4.0	4.5	2.0
21	0	three three three three three three three three three 	124.0	1	4.0	4.5	2.0
22	0	naw naw naw naw naw naw naw naw naw 	130.0	1	4.0	4.5	2.0
23	0	caw caw caw caw caw caw caw caw caw 	136.0	1	4.0	4.5	2.0
24	0	ti ti ti ti ti ti ti ti ti 	142.0	1	4.0	4.5	2.0
25	0	juh juh juh juh juh juh juh juh juh 	148.0	1	4.0	4.5	2.0
26	0	ti ti ti ti ti ti ti ti ti 	154.0	1	4.0	4.5	2.0
27	0	through through through through through through through through through 	160.0	1	4.0	4.5	2.0
28	0	pot pot pot pot pot pot pot pot pot 	166.0	1	4.0	4.5	2.0
29	0	neh neh neh neh neh neh neh neh neh 	172.0	1	4.0	4.5	2.0
30	0	caw caw caw caw caw caw caw caw caw 	178.0	1	4.0	4.5	2.0
31	0	three three three three three three three three three 	184.0	1	4.0	4.5	2.0
32	0	airy airy airy airy airy airy airy airy airy 	190.0	1	4.0	4.5	2.0
33	0	naw naw naw naw naw naw naw naw naw 	196.0	1	4.0	4.5	2.0
34	0	ti ti ti ti ti ti ti ti ti 	202.0	1	4.0	4.5	2.0
35	0	airy airy airy airy airy airy airy airy airy 	208.0	1	4.0	4.5	2.0
36	0	juh juh juh juh juh juh juh juh juh 	214.0	1	4.0	4.5	2.0
37	0	three three three three three three three three three 	220.0	1	4.0	4.5	2.0
38	0	thir thir thir thir thir thir thir thir thir 	226.0	1	4.0	4.5	2.0
39	0	pot pot pot pot pot pot pot pot pot 	232.0	1	4.0	4.5	2.0
40	0	throne throne throne throne throne throne throne throne throne 	238.0	1	4.0	4.5	2.0
41	0	ti ti ti ti ti ti ti ti ti 	244.0	1	4.0	4.5	2.0
42	0	airy airy airy airy airy airy airy airy airy 	250.0	1	4.0	4.5	2.0
43	0	throne throne throne throne throne throne throne throne throne 	256.0	1	4.0	4.5	2.0
44	0	caw caw caw caw caw caw caw caw caw 	262.0	1	4.0	4.5	2.0
45	0	through through through through through through through through through 	268.0	1	4.0	4.5	2.0
46	0	thir thir thir thir thir thir thir thir thir 	274.0	1	4.0	4.5	2.0
47	0	juh juh juh juh juh juh juh juh juh 	280.0	1	4.0	4.5	2.0
48	0	naw naw naw naw naw naw naw naw naw 	286.0	1	4.0	4.5	2.0
49	0	ti ti ti ti ti ti ti ti ti 	292.0	1	4.0	4.5	2.0
50	0	airy airy airy airy airy airy airy airy airy 	298.0	1	4.0	4.5	2.0
51	0	pot pot pot pot pot pot pot pot pot 	304.0	1	4.0	4.5	2.0
52	0	neh neh neh neh neh neh neh neh neh 	310.0	1	4.0	4.5	2.0
53	0	throne throne throne throne throne throne throne throne throne 	316.0	1	4.0	4.5	2.0
54	0	caw caw caw caw caw caw caw caw caw 	322.0	1	4.0	4.5	2.0
55	0	juh juh juh juh juh juh juh juh juh 	328.0	1	4.0	4.5	2.0
56	0	naw naw naw naw naw naw naw naw naw 	334.0	1	4.0	4.5	2.0
57	0	airy airy airy airy airy airy airy airy airy 	340.0	1	4.0	4.5	2.0
58	0	caw caw caw caw caw caw caw caw caw 	346.0	1	4.0	4.5	2.0
59	0	naw naw naw naw naw naw naw naw naw 	352.0	1	4.0	4.5	2.0
60	0	neh neh neh neh neh neh neh neh neh 	358.0	1	4.0	4.5	2.0
61	0	juh juh juh juh juh juh juh juh juh 	364.0	1	4.0	4.5	2.0
62	0	throne throne throne throne throne throne throne throne throne 	370.0	1	4.0	4.5	2.0
63	0	three three three three three three three three three 	376.0	1	4.0	4.5	2.0
64	0	thir thir thir thir thir thir thir thir thir 	382.0	1	4.0	4.5	2.0
