trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	three three three three three three three three three	4.0	4.0	4.0	4.5
2	simple	would would would would would would would would would	13.0	4.0	4.0	4.5
3	simple	pi pi pi pi pi pi pi pi pi	22.0	4.0	4.0	4.5
4	simple	thought thought thought thought thought thought thought thought thought	31.0	4.0	4.0	4.5
5	simple	neh neh neh neh neh neh neh neh neh	40.0	4.0	4.0	4.5
6	simple	thought thought thought thought thought thought thought thought thought	49.0	4.0	4.0	4.5
7	simple	per per per per per per per per per	58.0	4.0	4.0	4.5
8	simple	out out out out out out out out out	67.0	4.0	4.0	4.5
9	simple	how how how how how how how how how	76.0	4.0	4.0	4.5
10	simple	ti ti ti ti ti ti ti ti ti	85.0	4.0	4.0	4.5
11	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	94.0	4.0	4.0	4.5
12	simple	per per per per per per per per per	103.0	4.0	4.0	4.5
13	simple	ser ser ser ser ser ser ser ser ser	112.0	4.0	4.0	4.5
14	simple	ther ther ther ther ther ther ther ther ther	121.0	4.0	4.0	4.5
15	simple	much much much much much much much much much	130.0	4.0	4.0	4.5
16	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	139.0	4.0	4.0	4.5
17	simple	ver ver ver ver ver ver ver ver ver	148.0	4.0	4.0	4.5
18	simple	leh leh leh leh leh leh leh leh leh	157.0	4.0	4.0	4.5
19	simple	neh neh neh neh neh neh neh neh neh	166.0	4.0	4.0	4.5
20	simple	picked picked picked picked picked picked picked picked picked	175.0	4.0	4.0	4.5
21	simple	ser ser ser ser ser ser ser ser ser	184.0	4.0	4.0	4.5
22	simple	peck peck peck peck peck peck peck peck peck	193.0	4.0	4.0	4.5
23	simple	peck peck peck peck peck peck peck peck peck	202.0	4.0	4.0	4.5
24	simple	thir thir thir thir thir thir thir thir thir	211.0	4.0	4.0	4.5
25	simple	pi pi pi pi pi pi pi pi pi	220.0	4.0	4.0	4.5
26	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	229.0	4.0	4.0	4.5
27	simple	day day day day day day day day day	238.0	4.0	4.0	4.5
