trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	ter ter ter ter ter ter ter ter ter	4.0	4.0	4.0	4.5
2	simple	leh leh leh leh leh leh leh leh leh	13.0	4.0	4.0	4.5
3	simple	peck peck peck peck peck peck peck peck peck	22.0	4.0	4.0	4.5
4	simple	per per per per per per per per per	31.0	4.0	4.0	4.5
5	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	40.0	4.0	4.0	4.5
6	simple	jin jin jin jin jin jin jin jin jin	49.0	4.0	4.0	4.5
7	simple	mih mih mih mih mih mih mih mih mih	58.0	4.0	4.0	4.5
8	simple	leh leh leh leh leh leh leh leh leh	67.0	4.0	4.0	4.5
9	simple	jur jur jur jur jur jur jur jur jur	76.0	4.0	4.0	4.5
10	simple	ther ther ther ther ther ther ther ther ther	85.0	4.0	4.0	4.5
11	simple	jin jin jin jin jin jin jin jin jin	94.0	4.0	4.0	4.5
12	simple	if if if if if if if if if	103.0	4.0	4.0	4.5
13	simple	pie pie pie pie pie pie pie pie pie	112.0	4.0	4.0	4.5
14	simple	neh neh neh neh neh neh neh neh neh	121.0	4.0	4.0	4.5
15	simple	much much much much much much much much much	130.0	4.0	4.0	4.5
16	simple	naw naw naw naw naw naw naw naw naw	139.0	4.0	4.0	4.5
17	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	148.0	4.0	4.0	4.5
18	simple	less less less less less less less less less	157.0	4.0	4.0	4.5
19	simple	a a a a a a a a a	166.0	4.0	4.0	4.5
20	simple	would would would would would would would would would	175.0	4.0	4.0	4.5
21	simple	pie pie pie pie pie pie pie pie pie	184.0	4.0	4.0	4.5
22	simple	day day day day day day day day day	193.0	4.0	4.0	4.5
23	simple	ter ter ter ter ter ter ter ter ter	202.0	4.0	4.0	4.5
24	simple	juh juh juh juh juh juh juh juh juh	211.0	4.0	4.0	4.5
25	simple	jur jur jur jur jur jur jur jur jur	220.0	4.0	4.0	4.5
26	simple	ther ther ther ther ther ther ther ther ther	229.0	4.0	4.0	4.5
27	simple	a a a a a a a a a	238.0	4.0	4.0	4.5
