trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	naw naw naw naw naw naw naw naw naw	5	1	4	5	1
2	simple	pi pi pi pi pi pi pi pi pi	11	1	4	5	1
3	simple	per per per per per per per per per	17	1	4	5	1
4	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	23	1	4	5	1
5	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	29	1	4	5	1
6	simple	neh neh neh neh neh neh neh neh neh	35	1	4	5	1
7	simple	fee fee fee fee fee fee fee fee fee	41	1	4	5	1
8	simple	throne throne throne throne throne throne throne throne throne	47	1	4	5	1
9	simple	would would would would would would would would would	53	1	4	5	1
10	simple	peck peck peck peck peck peck peck peck peck	59	1	4	5	1
11	simple	the the the the the the the the the	65	1	4	5	1
12	simple	ti ti ti ti ti ti ti ti ti	71	1	4	5	1
13	simple	caw caw caw caw caw caw caw caw caw	77	1	4	5	1
14	simple	per per per per per per per per per	83	1	4	5	1
15	simple	a a a a a a a a a	89	1	4	5	1
16	simple	through through through through through through through through through	95	1	4	5	1
17	simple	much much much much much much much much much	101	1	4	5	1
18	simple	thought thought thought thought thought thought thought thought thought	107	1	4	5	1
19	simple	day day day day day day day day day	113	1	4	5	1
20	simple	picked picked picked picked picked picked picked picked picked	119	1	4	5	1
21	simple	how how how how how how how how how	125	1	4	5	1
22	simple	jin jin jin jin jin jin jin jin jin	131	1	4	5	1
23	simple	out out out out out out out out out	137	1	4	5	1
24	simple	thir thir thir thir thir thir thir thir thir	143	1	4	5	1
25	simple	jur jur jur jur jur jur jur jur jur	149	1	4	5	1
26	simple	less less less less less less less less less	155	1	4	5	1
27	simple	if if if if if if if if if	161	1	4	5	1
28	simple	airy airy airy airy airy airy airy airy airy	167	1	4	5	1
29	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	173	1	4	5	1
30	simple	ver ver ver ver ver ver ver ver ver	179	1	4	5	1
31	simple	pie pie pie pie pie pie pie pie pie	185	1	4	5	1
32	simple	pot pot pot pot pot pot pot pot pot	191	1	4	5	1
33	simple	ser ser ser ser ser ser ser ser ser	197	1	4	5	1
34	simple	pro pro pro pro pro pro pro pro pro	203	1	4	5	1
35	simple	ther ther ther ther ther ther ther ther ther	209	1	4	5	1
36	simple	imah imah imah imah imah imah imah imah imah	215	1	4	5	1
37	simple	ter ter ter ter ter ter ter ter ter	221	1	4	5	1
38	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	227	1	4	5	1
39	simple	mih mih mih mih mih mih mih mih mih	233	1	4	5	1
40	simple	three three three three three three three three three	239	1	4	5	1
41	simple	leh leh leh leh leh leh leh leh leh	245	1	4	5	1
42	simple	juh juh juh juh juh juh juh juh juh	251	1	4	5	1
