trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	out out out out out out out out out	4.0	4.0	4.0	4.5
2	simple	ver ver ver ver ver ver ver ver ver	13.0	4.0	4.0	4.5
3	simple	if if if if if if if if if	22.0	4.0	4.0	4.5
4	simple	picked picked picked picked picked picked picked picked picked	31.0	4.0	4.0	4.5
5	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	40.0	4.0	4.0	4.5
6	simple	pot pot pot pot pot pot pot pot pot	49.0	4.0	4.0	4.5
7	simple	fee fee fee fee fee fee fee fee fee	58.0	4.0	4.0	4.5
8	simple	a a a a a a a a a	67.0	4.0	4.0	4.5
9	simple	ter ter ter ter ter ter ter ter ter	76.0	4.0	4.0	4.5
10	simple	pi pi pi pi pi pi pi pi pi	85.0	4.0	4.0	4.5
11	simple	leh leh leh leh leh leh leh leh leh	94.0	4.0	4.0	4.5
12	simple	less less less less less less less less less	103.0	4.0	4.0	4.5
13	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	112.0	4.0	4.0	4.5
14	simple	day day day day day day day day day	121.0	4.0	4.0	4.5
15	simple	peck peck peck peck peck peck peck peck peck	130.0	4.0	4.0	4.5
16	simple	leh leh leh leh leh leh leh leh leh	139.0	4.0	4.0	4.5
17	simple	ther ther ther ther ther ther ther ther ther	148.0	4.0	4.0	4.5
18	simple	how how how how how how how how how	157.0	4.0	4.0	4.5
19	simple	much much much much much much much much much	166.0	4.0	4.0	4.5
20	simple	pro pro pro pro pro pro pro pro pro	175.0	4.0	4.0	4.5
21	simple	ser ser ser ser ser ser ser ser ser	184.0	4.0	4.0	4.5
22	simple	neh neh neh neh neh neh neh neh neh	193.0	4.0	4.0	4.5
23	simple	fee fee fee fee fee fee fee fee fee	202.0	4.0	4.0	4.5
24	simple	ver ver ver ver ver ver ver ver ver	211.0	4.0	4.0	4.5
25	simple	day day day day day day day day day	220.0	4.0	4.0	4.5
26	simple	pot pot pot pot pot pot pot pot pot	229.0	4.0	4.0	4.5
