trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	random	pot fee neh the thurs three caw thieves throne ser less per day thought ver ther ti through leh thir pro	4.0	4.0	4.0	4.5
2	simple	per per per per per per per per per	13.0	4.0	4.0	4.5
3	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	22.0	4.0	4.0	4.5
4	word	pro per caw fee pot through thurs imah jin airy mih naw juh jur less ser leh ther neh ver day	31.0	4.0	4.0	4.5
5	random	leh caw thurs jur pot through imah per airy ser fee jin less mih juh naw pro neh ver ther day	40.0	4.0	4.0	4.5
6	word	pro per caw fee pot through thurs imah jin airy mih naw juh jur the thir ti three thieves thought throne	49.0	4.0	4.0	4.5
7	simple	jur jur jur jur jur jur jur jur jur	58.0	4.0	4.0	4.5
8	random	day thought three thir ti ver pro through thurs pot per less fee leh ser the neh thieves ther throne caw	67.0	4.0	4.0	4.5
9	word	pro per caw fee pot through thurs less ser leh ther neh ver day the thir ti three thieves thought throne	76.0	4.0	4.0	4.5
10	random	caw ther less mih naw day airy through imah ser pot fee juh leh jin thurs pro neh per ver jur	85.0	4.0	4.0	4.5
11	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	94.0	4.0	4.0	4.5
12	word	imah jin airy mih naw juh jur the thir ti three thieves thought throne less ser leh ther neh ver day	103.0	4.0	4.0	4.5
13	word	pro per caw fee pot through thurs the thir ti three thieves thought throne less ser leh ther neh ver day	112.0	4.0	4.0	4.5
14	word	the thir ti three thieves thought throne pro per caw fee pot through thurs less ser leh ther neh ver day	121.0	4.0	4.0	4.5
15	word	less ser leh ther neh ver day the thir ti three thieves thought throne imah jin airy mih naw juh jur	130.0	4.0	4.0	4.5
16	simple	mih mih mih mih mih mih mih mih mih	139.0	4.0	4.0	4.5
17	random	jur ver throne thir thought naw juh airy neh day thieves leh ser mih ther jin ti imah three the less	148.0	4.0	4.0	4.5
18	random	through thurs the caw imah jin thir pro jur per throne mih thought pot ti naw fee juh three airy thieves	157.0	4.0	4.0	4.5
19	random	thurs through leh juh pro ver caw jin jur per day airy mih ther pot neh imah ser fee less naw	166.0	4.0	4.0	4.5
20	simple	leh leh leh leh leh leh leh leh leh	175.0	4.0	4.0	4.5
21	simple	three three three three three three three three three	184.0	4.0	4.0	4.5
22	random	the through pro thurs fee naw pot jur throne juh thir ti thieves thought jin imah per caw mih three airy	193.0	4.0	4.0	4.5
23	simple	the the the the the the the the the	202.0	4.0	4.0	4.5
24	simple	pot pot pot pot pot pot pot pot pot	211.0	4.0	4.0	4.5
25	word	pro per caw fee pot through thurs the thir ti three thieves thought throne imah jin airy mih naw juh jur	220.0	4.0	4.0	4.5
26	simple	ther ther ther ther ther ther ther ther ther	229.0	4.0	4.0	4.5
27	simple	throne throne throne throne throne throne throne throne throne	238.0	4.0	4.0	4.5
28	random	fee naw caw jin less per neh airy imah juh ser day leh through jur mih thurs ver pro pot ther	247.0	4.0	4.0	4.5
29	random	per throne imah mih through jin pot juh pro the ti thieves jur caw airy thir fee thurs naw three thought	256.0	4.0	4.0	4.5
30	simple	pro pro pro pro pro pro pro pro pro	265.0	4.0	4.0	4.5
31	random	caw imah per thieves juh through ti naw thir the throne three thought airy jin pro fee pot thurs jur mih	274.0	4.0	4.0	4.5
32	word	the thir ti three thieves thought throne pro per caw fee pot through thurs imah jin airy mih naw juh jur	283.0	4.0	4.0	4.5
33	word	the thir ti three thieves thought throne less ser leh ther neh ver day imah jin airy mih naw juh jur	292.0	4.0	4.0	4.5
34	random	three airy thieves naw ti caw pro mih imah the pot through thir per thought juh fee thurs throne jin jur	301.0	4.0	4.0	4.5
35	word	less ser leh ther neh ver day pro per caw fee pot through thurs the thir ti three thieves thought throne	310.0	4.0	4.0	4.5
36	simple	thir thir thir thir thir thir thir thir thir	319.0	4.0	4.0	4.5
37	simple	less less less less less less less less less	328.0	4.0	4.0	4.5
