trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	ter ter ter ter ter ter ter ter ter	4.0	4.0	4.0	4.5
2	simple	picked picked picked picked picked picked picked picked picked	13.0	4.0	4.0	4.5
3	simple	the the the the the the the the the	22.0	4.0	4.0	4.5
4	simple	ser ser ser ser ser ser ser ser ser	31.0	4.0	4.0	4.5
5	simple	caw caw caw caw caw caw caw caw caw	40.0	4.0	4.0	4.5
6	simple	neh neh neh neh neh neh neh neh neh	49.0	4.0	4.0	4.5
7	simple	ver ver ver ver ver ver ver ver ver	58.0	4.0	4.0	4.5
8	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	67.0	4.0	4.0	4.5
9	simple	peck peck peck peck peck peck peck peck peck	76.0	4.0	4.0	4.5
10	simple	per per per per per per per per per	85.0	4.0	4.0	4.5
11	simple	pro pro pro pro pro pro pro pro pro	94.0	4.0	4.0	4.5
12	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	103.0	4.0	4.0	4.5
13	simple	day day day day day day day day day	112.0	4.0	4.0	4.5
14	simple	less less less less less less less less less	121.0	4.0	4.0	4.5
15	simple	caw caw caw caw caw caw caw caw caw	130.0	4.0	4.0	4.5
16	simple	ser ser ser ser ser ser ser ser ser	139.0	4.0	4.0	4.5
17	simple	fee fee fee fee fee fee fee fee fee	148.0	4.0	4.0	4.5
18	simple	ter ter ter ter ter ter ter ter ter	157.0	4.0	4.0	4.5
19	simple	out out out out out out out out out	166.0	4.0	4.0	4.5
20	simple	thought thought thought thought thought thought thought thought thought	175.0	4.0	4.0	4.5
21	simple	ti ti ti ti ti ti ti ti ti	184.0	4.0	4.0	4.5
22	simple	less less less less less less less less less	193.0	4.0	4.0	4.5
23	simple	the the the the the the the the the	202.0	4.0	4.0	4.5
24	simple	pro pro pro pro pro pro pro pro pro	211.0	4.0	4.0	4.5
25	simple	out out out out out out out out out	220.0	4.0	4.0	4.5
26	simple	peck peck peck peck peck peck peck peck peck	229.0	4.0	4.0	4.5
