trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	a a a a a a a a a	5.0	1.0	4.0	5.0	1.0
2	simple	ti ti ti ti ti ti ti ti ti	11.0	1.0	4.0	5.0	1.0
3	simple	ther ther ther ther ther ther ther ther ther	17.0	1.0	4.0	5.0	1.0
4	simple	airy airy airy airy airy airy airy airy airy	23.0	1.0	4.0	5.0	1.0
5	simple	day day day day day day day day day	29.0	1.0	4.0	5.0	1.0
6	simple	jur jur jur jur jur jur jur jur jur	35.0	1.0	4.0	5.0	1.0
7	simple	three three three three three three three three three	41.0	1.0	4.0	5.0	1.0
8	simple	caw caw caw caw caw caw caw caw caw	47.0	1.0	4.0	5.0	1.0
9	simple	much much much much much much much much much	53.0	1.0	4.0	5.0	1.0
10	simple	how how how how how how how how how	59.0	1.0	4.0	5.0	1.0
11	simple	thir thir thir thir thir thir thir thir thir	65.0	1.0	4.0	5.0	1.0
12	simple	ser ser ser ser ser ser ser ser ser	71.0	1.0	4.0	5.0	1.0
13	simple	neh neh neh neh neh neh neh neh neh	77.0	1.0	4.0	5.0	1.0
14	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	83.0	1.0	4.0	5.0	1.0
15	simple	imah imah imah imah imah imah imah imah imah	89.0	1.0	4.0	5.0	1.0
16	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	95.0	1.0	4.0	5.0	1.0
17	simple	mih mih mih mih mih mih mih mih mih	101.0	1.0	4.0	5.0	1.0
18	simple	the the the the the the the the the	107.0	1.0	4.0	5.0	1.0
19	simple	would would would would would would would would would	113.0	1.0	4.0	5.0	1.0
20	simple	jin jin jin jin jin jin jin jin jin	119.0	1.0	4.0	5.0	1.0
21	simple	leh leh leh leh leh leh leh leh leh	125.0	1.0	4.0	5.0	1.0
22	simple	juh juh juh juh juh juh juh juh juh	131.0	1.0	4.0	5.0	1.0
23	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	137.0	1.0	4.0	5.0	1.0
24	simple	less less less less less less less less less	143.0	1.0	4.0	5.0	1.0
25	simple	per per per per per per per per per	149.0	1.0	4.0	5.0	1.0
26	simple	through through through through through through through through through	155.0	1.0	4.0	5.0	1.0
27	simple	thought thought thought thought thought thought thought thought thought	161.0	1.0	4.0	5.0	1.0
28	simple	ver ver ver ver ver ver ver ver ver	167.0	1.0	4.0	5.0	1.0
29	simple	fee fee fee fee fee fee fee fee fee	173.0	1.0	4.0	5.0	1.0
30	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	179.0	1.0	4.0	5.0	1.0
31	simple	throne throne throne throne throne throne throne throne throne	185.0	1.0	4.0	5.0	1.0
32	simple	naw naw naw naw naw naw naw naw naw	191.0	1.0	4.0	5.0	1.0
33	simple	pro pro pro pro pro pro pro pro pro	197.0	1.0	4.0	5.0	1.0
34	simple	pot pot pot pot pot pot pot pot pot	203.0	1.0	4.0	5.0	1.0
