trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	ver ver ver ver ver ver ver ver ver	5.0	1.0	4.0	5.0	1.0
2	simple	less less less less less less less less less	11.0	1.0	4.0	5.0	1.0
3	simple	would would would would would would would would would	17.0	1.0	4.0	5.0	1.0
4	simple	caw caw caw caw caw caw caw caw caw	23.0	1.0	4.0	5.0	1.0
5	simple	pot pot pot pot pot pot pot pot pot	29.0	1.0	4.0	5.0	1.0
6	simple	ter ter ter ter ter ter ter ter ter	35.0	1.0	4.0	5.0	1.0
7	simple	per per per per per per per per per	41.0	1.0	4.0	5.0	1.0
8	simple	pi pi pi pi pi pi pi pi pi	47.0	1.0	4.0	5.0	1.0
9	simple	three three three three three three three three three	53.0	1.0	4.0	5.0	1.0
10	simple	picked picked picked picked picked picked picked picked picked	59.0	1.0	4.0	5.0	1.0
11	simple	neh neh neh neh neh neh neh neh neh	65.0	1.0	4.0	5.0	1.0
12	simple	pie pie pie pie pie pie pie pie pie	71.0	1.0	4.0	5.0	1.0
13	simple	how how how how how how how how how	77.0	1.0	4.0	5.0	1.0
14	simple	the the the the the the the the the	83.0	1.0	4.0	5.0	1.0
15	simple	fee fee fee fee fee fee fee fee fee	89.0	1.0	4.0	5.0	1.0
16	simple	ser ser ser ser ser ser ser ser ser	95.0	1.0	4.0	5.0	1.0
17	simple	day day day day day day day day day	101.0	1.0	4.0	5.0	1.0
18	simple	thought thought thought thought thought thought thought thought thought	107.0	1.0	4.0	5.0	1.0
19	simple	pro pro pro pro pro pro pro pro pro	113.0	1.0	4.0	5.0	1.0
20	simple	much much much much much much much much much	119.0	1.0	4.0	5.0	1.0
21	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	125.0	1.0	4.0	5.0	1.0
22	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	131.0	1.0	4.0	5.0	1.0
23	simple	ti ti ti ti ti ti ti ti ti	137.0	1.0	4.0	5.0	1.0
24	simple	thir thir thir thir thir thir thir thir thir	143.0	1.0	4.0	5.0	1.0
25	simple	if if if if if if if if if	149.0	1.0	4.0	5.0	1.0
26	simple	out out out out out out out out out	155.0	1.0	4.0	5.0	1.0
27	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	161.0	1.0	4.0	5.0	1.0
28	simple	peck peck peck peck peck peck peck peck peck	167.0	1.0	4.0	5.0	1.0
29	simple	through through through through through through through through through	173.0	1.0	4.0	5.0	1.0
30	simple	throne throne throne throne throne throne throne throne throne	179.0	1.0	4.0	5.0	1.0
31	simple	leh leh leh leh leh leh leh leh leh	185.0	1.0	4.0	5.0	1.0
32	simple	a a a a a a a a a	191.0	1.0	4.0	5.0	1.0
33	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	197.0	1.0	4.0	5.0	1.0
