trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	naw naw naw naw naw naw naw naw naw 	4.0	1	4.0	4.5	2.0
2	0	pot pot pot pot pot pot pot pot pot 	10.0	1	4.0	4.5	2.0
3	0	imah imah imah imah imah imah imah imah imah 	16.0	1	4.0	4.5	2.0
4	0	three three three three three three three three three 	22.0	1	4.0	4.5	2.0
5	0	out out out out out out out out out 	28.0	1	4.0	4.5	2.0
6	0	per per per per per per per per per 	34.0	1	4.0	4.5	2.0
7	0	peck peck peck peck peck peck peck peck peck 	40.0	1	4.0	4.5	2.0
8	0	pro pro pro pro pro pro pro pro pro 	46.0	1	4.0	4.5	2.0
9	0	peck peck peck peck peck peck peck peck peck 	52.0	1	4.0	4.5	2.0
10	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	58.0	1	4.0	4.5	2.0
11	0	naw naw naw naw naw naw naw naw naw 	64.0	1	4.0	4.5	2.0
12	0	through through through through through through through through through 	70.0	1	4.0	4.5	2.0
13	0	per per per per per per per per per 	76.0	1	4.0	4.5	2.0
14	0	jur jur jur jur jur jur jur jur jur 	82.0	1	4.0	4.5	2.0
15	0	three three three three three three three three three 	88.0	1	4.0	4.5	2.0
16	0	pro pro pro pro pro pro pro pro pro 	94.0	1	4.0	4.5	2.0
17	0	per per per per per per per per per 	100.0	1	4.0	4.5	2.0
18	0	naw naw naw naw naw naw naw naw naw 	106.0	1	4.0	4.5	2.0
19	0	through through through through through through through through through 	112.0	1	4.0	4.5	2.0
20	0	out out out out out out out out out 	118.0	1	4.0	4.5	2.0
21	0	jur jur jur jur jur jur jur jur jur 	124.0	1	4.0	4.5	2.0
22	0	three three three three three three three three three 	130.0	1	4.0	4.5	2.0
23	0	imah imah imah imah imah imah imah imah imah 	136.0	1	4.0	4.5	2.0
24	0	peck peck peck peck peck peck peck peck peck 	142.0	1	4.0	4.5	2.0
25	0	peck peck peck peck peck peck peck peck peck 	148.0	1	4.0	4.5	2.0
26	0	pot pot pot pot pot pot pot pot pot 	154.0	1	4.0	4.5	2.0
27	0	imah imah imah imah imah imah imah imah imah 	160.0	1	4.0	4.5	2.0
28	0	out out out out out out out out out 	166.0	1	4.0	4.5	2.0
29	0	naw naw naw naw naw naw naw naw naw 	172.0	1	4.0	4.5	2.0
30	0	through through through through through through through through through 	178.0	1	4.0	4.5	2.0
31	0	per per per per per per per per per 	184.0	1	4.0	4.5	2.0
32	0	jur jur jur jur jur jur jur jur jur 	190.0	1	4.0	4.5	2.0
33	0	imah imah imah imah imah imah imah imah imah 	196.0	1	4.0	4.5	2.0
34	0	peck peck peck peck peck peck peck peck peck 	202.0	1	4.0	4.5	2.0
35	0	pot pot pot pot pot pot pot pot pot 	208.0	1	4.0	4.5	2.0
36	0	pro pro pro pro pro pro pro pro pro 	214.0	1	4.0	4.5	2.0
37	0	three three three three three three three three three 	220.0	1	4.0	4.5	2.0
38	0	naw naw naw naw naw naw naw naw naw 	226.0	1	4.0	4.5	2.0
39	0	through through through through through through through through through 	232.0	1	4.0	4.5	2.0
40	0	out out out out out out out out out 	238.0	1	4.0	4.5	2.0
41	0	naw naw naw naw naw naw naw naw naw 	244.0	1	4.0	4.5	2.0
42	0	jur jur jur jur jur jur jur jur jur 	250.0	1	4.0	4.5	2.0
43	0	out out out out out out out out out 	256.0	1	4.0	4.5	2.0
44	0	peck peck peck peck peck peck peck peck peck 	262.0	1	4.0	4.5	2.0
45	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	268.0	1	4.0	4.5	2.0
46	0	three three three three three three three three three 	274.0	1	4.0	4.5	2.0
47	0	imah imah imah imah imah imah imah imah imah 	280.0	1	4.0	4.5	2.0
48	0	per per per per per per per per per 	286.0	1	4.0	4.5	2.0
49	0	imah imah imah imah imah imah imah imah imah 	292.0	1	4.0	4.5	2.0
50	0	jur jur jur jur jur jur jur jur jur 	298.0	1	4.0	4.5	2.0
51	0	three three three three three three three three three 	304.0	1	4.0	4.5	2.0
52	0	pro pro pro pro pro pro pro pro pro 	310.0	1	4.0	4.5	2.0
53	0	naw naw naw naw naw naw naw naw naw 	316.0	1	4.0	4.5	2.0
54	0	pot pot pot pot pot pot pot pot pot 	322.0	1	4.0	4.5	2.0
55	0	peck peck peck peck peck peck peck peck peck 	328.0	1	4.0	4.5	2.0
56	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	334.0	1	4.0	4.5	2.0
57	0	jur jur jur jur jur jur jur jur jur 	340.0	1	4.0	4.5	2.0
58	0	imah imah imah imah imah imah imah imah imah 	346.0	1	4.0	4.5	2.0
59	0	three three three three three three three three three 	352.0	1	4.0	4.5	2.0
60	0	naw naw naw naw naw naw naw naw naw 	358.0	1	4.0	4.5	2.0
61	0	through through through through through through through through through 	364.0	1	4.0	4.5	2.0
62	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	370.0	1	4.0	4.5	2.0
63	0	peck peck peck peck peck peck peck peck peck 	376.0	1	4.0	4.5	2.0
64	0	per per per per per per per per per 	382.0	1	4.0	4.5	2.0
