trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	4.0	4.0	4.0	4.5
2	simple	much much much much much much much much much	13.0	4.0	4.0	4.5
3	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	22.0	4.0	4.0	4.5
4	simple	leh leh leh leh leh leh leh leh leh	31.0	4.0	4.0	4.5
5	simple	day day day day day day day day day	40.0	4.0	4.0	4.5
6	simple	imah imah imah imah imah imah imah imah imah	49.0	4.0	4.0	4.5
7	simple	much much much much much much much much much	58.0	4.0	4.0	4.5
8	simple	ver ver ver ver ver ver ver ver ver	67.0	4.0	4.0	4.5
9	simple	throne throne throne throne throne throne throne throne throne	76.0	4.0	4.0	4.5
10	simple	neh neh neh neh neh neh neh neh neh	85.0	4.0	4.0	4.5
11	simple	less less less less less less less less less	94.0	4.0	4.0	4.5
12	simple	juh juh juh juh juh juh juh juh juh	103.0	4.0	4.0	4.5
13	simple	airy airy airy airy airy airy airy airy airy	112.0	4.0	4.0	4.5
14	simple	ver ver ver ver ver ver ver ver ver	121.0	4.0	4.0	4.5
15	simple	thought thought thought thought thought thought thought thought thought	130.0	4.0	4.0	4.5
16	simple	jur jur jur jur jur jur jur jur jur	139.0	4.0	4.0	4.5
17	simple	ti ti ti ti ti ti ti ti ti	148.0	4.0	4.0	4.5
18	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	157.0	4.0	4.0	4.5
19	simple	how how how how how how how how how	166.0	4.0	4.0	4.5
20	simple	juh juh juh juh juh juh juh juh juh	175.0	4.0	4.0	4.5
21	simple	how how how how how how how how how	184.0	4.0	4.0	4.5
22	simple	three three three three three three three three three	193.0	4.0	4.0	4.5
23	simple	throne throne throne throne throne throne throne throne throne	202.0	4.0	4.0	4.5
24	simple	the the the the the the the the the	211.0	4.0	4.0	4.5
25	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	220.0	4.0	4.0	4.5
26	simple	would would would would would would would would would	229.0	4.0	4.0	4.5
27	simple	jin jin jin jin jin jin jin jin jin	238.0	4.0	4.0	4.5
