trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	4.0	4.0	4.0	4.5
2	simple	caw caw caw caw caw caw caw caw caw	13.0	4.0	4.0	4.5
3	simple	per per per per per per per per per	22.0	4.0	4.0	4.5
4	simple	ser ser ser ser ser ser ser ser ser	31.0	4.0	4.0	4.5
5	simple	pie pie pie pie pie pie pie pie pie	40.0	4.0	4.0	4.5
6	simple	pot pot pot pot pot pot pot pot pot	49.0	4.0	4.0	4.5
7	simple	ther ther ther ther ther ther ther ther ther	58.0	4.0	4.0	4.5
8	simple	picked picked picked picked picked picked picked picked picked	67.0	4.0	4.0	4.5
9	simple	imah imah imah imah imah imah imah imah imah	76.0	4.0	4.0	4.5
10	simple	ter ter ter ter ter ter ter ter ter	85.0	4.0	4.0	4.5
11	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	94.0	4.0	4.0	4.5
12	simple	jur jur jur jur jur jur jur jur jur	103.0	4.0	4.0	4.5
13	simple	day day day day day day day day day	112.0	4.0	4.0	4.5
14	simple	airy airy airy airy airy airy airy airy airy	121.0	4.0	4.0	4.5
15	simple	per per per per per per per per per	130.0	4.0	4.0	4.5
16	simple	mih mih mih mih mih mih mih mih mih	139.0	4.0	4.0	4.5
17	simple	leh leh leh leh leh leh leh leh leh	148.0	4.0	4.0	4.5
18	simple	leh leh leh leh leh leh leh leh leh	157.0	4.0	4.0	4.5
19	simple	ter ter ter ter ter ter ter ter ter	166.0	4.0	4.0	4.5
20	simple	pie pie pie pie pie pie pie pie pie	175.0	4.0	4.0	4.5
21	simple	pi pi pi pi pi pi pi pi pi	184.0	4.0	4.0	4.5
22	simple	out out out out out out out out out	193.0	4.0	4.0	4.5
23	simple	less less less less less less less less less	202.0	4.0	4.0	4.5
24	simple	neh neh neh neh neh neh neh neh neh	211.0	4.0	4.0	4.5
25	simple	naw naw naw naw naw naw naw naw naw	220.0	4.0	4.0	4.5
26	simple	caw caw caw caw caw caw caw caw caw	229.0	4.0	4.0	4.5
