trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	pot pot pot pot pot pot pot pot pot 	4.0	1	4.0	4.5	2.0
2	0	three three three three three three three three three 	10.0	1	4.0	4.5	2.0
3	0	neh neh neh neh neh neh neh neh neh 	16.0	1	4.0	4.5	2.0
4	0	juh juh juh juh juh juh juh juh juh 	22.0	1	4.0	4.5	2.0
5	0	naw naw naw naw naw naw naw naw naw 	28.0	1	4.0	4.5	2.0
6	0	airy airy airy airy airy airy airy airy airy 	34.0	1	4.0	4.5	2.0
7	0	thir thir thir thir thir thir thir thir thir 	40.0	1	4.0	4.5	2.0
8	0	caw caw caw caw caw caw caw caw caw 	46.0	1	4.0	4.5	2.0
9	0	ti ti ti ti ti ti ti ti ti 	52.0	1	4.0	4.5	2.0
10	0	pot pot pot pot pot pot pot pot pot 	58.0	1	4.0	4.5	2.0
11	0	neh neh neh neh neh neh neh neh neh 	64.0	1	4.0	4.5	2.0
12	0	naw naw naw naw naw naw naw naw naw 	70.0	1	4.0	4.5	2.0
13	0	juh juh juh juh juh juh juh juh juh 	76.0	1	4.0	4.5	2.0
14	0	airy airy airy airy airy airy airy airy airy 	82.0	1	4.0	4.5	2.0
15	0	caw caw caw caw caw caw caw caw caw 	88.0	1	4.0	4.5	2.0
16	0	thir thir thir thir thir thir thir thir thir 	94.0	1	4.0	4.5	2.0
17	0	throne throne throne throne throne throne throne throne throne 	100.0	1	4.0	4.5	2.0
18	0	through through through through through through through through through 	106.0	1	4.0	4.5	2.0
19	0	three three three three three three three three three 	112.0	1	4.0	4.5	2.0
20	0	neh neh neh neh neh neh neh neh neh 	118.0	1	4.0	4.5	2.0
21	0	caw caw caw caw caw caw caw caw caw 	124.0	1	4.0	4.5	2.0
22	0	ti ti ti ti ti ti ti ti ti 	130.0	1	4.0	4.5	2.0
23	0	thir thir thir thir thir thir thir thir thir 	136.0	1	4.0	4.5	2.0
24	0	pot pot pot pot pot pot pot pot pot 	142.0	1	4.0	4.5	2.0
25	0	through through through through through through through through through 	148.0	1	4.0	4.5	2.0
26	0	pot pot pot pot pot pot pot pot pot 	154.0	1	4.0	4.5	2.0
27	0	caw caw caw caw caw caw caw caw caw 	160.0	1	4.0	4.5	2.0
28	0	naw naw naw naw naw naw naw naw naw 	166.0	1	4.0	4.5	2.0
29	0	ti ti ti ti ti ti ti ti ti 	172.0	1	4.0	4.5	2.0
30	0	neh neh neh neh neh neh neh neh neh 	178.0	1	4.0	4.5	2.0
31	0	juh juh juh juh juh juh juh juh juh 	184.0	1	4.0	4.5	2.0
32	0	thir thir thir thir thir thir thir thir thir 	190.0	1	4.0	4.5	2.0
33	0	juh juh juh juh juh juh juh juh juh 	196.0	1	4.0	4.5	2.0
34	0	naw naw naw naw naw naw naw naw naw 	202.0	1	4.0	4.5	2.0
35	0	through through through through through through through through through 	208.0	1	4.0	4.5	2.0
36	0	neh neh neh neh neh neh neh neh neh 	214.0	1	4.0	4.5	2.0
37	0	throne throne throne throne throne throne throne throne throne 	220.0	1	4.0	4.5	2.0
38	0	three three three three three three three three three 	226.0	1	4.0	4.5	2.0
39	0	thir thir thir thir thir thir thir thir thir 	232.0	1	4.0	4.5	2.0
40	0	ti ti ti ti ti ti ti ti ti 	238.0	1	4.0	4.5	2.0
41	0	pot pot pot pot pot pot pot pot pot 	244.0	1	4.0	4.5	2.0
42	0	neh neh neh neh neh neh neh neh neh 	250.0	1	4.0	4.5	2.0
43	0	naw naw naw naw naw naw naw naw naw 	256.0	1	4.0	4.5	2.0
44	0	throne throne throne throne throne throne throne throne throne 	262.0	1	4.0	4.5	2.0
45	0	caw caw caw caw caw caw caw caw caw 	268.0	1	4.0	4.5	2.0
46	0	ti ti ti ti ti ti ti ti ti 	274.0	1	4.0	4.5	2.0
47	0	three three three three three three three three three 	280.0	1	4.0	4.5	2.0
48	0	juh juh juh juh juh juh juh juh juh 	286.0	1	4.0	4.5	2.0
49	0	ti ti ti ti ti ti ti ti ti 	292.0	1	4.0	4.5	2.0
50	0	juh juh juh juh juh juh juh juh juh 	298.0	1	4.0	4.5	2.0
51	0	throne throne throne throne throne throne throne throne throne 	304.0	1	4.0	4.5	2.0
52	0	naw naw naw naw naw naw naw naw naw 	310.0	1	4.0	4.5	2.0
53	0	airy airy airy airy airy airy airy airy airy 	316.0	1	4.0	4.5	2.0
54	0	caw caw caw caw caw caw caw caw caw 	322.0	1	4.0	4.5	2.0
55	0	neh neh neh neh neh neh neh neh neh 	328.0	1	4.0	4.5	2.0
56	0	three three three three three three three three three 	334.0	1	4.0	4.5	2.0
57	0	juh juh juh juh juh juh juh juh juh 	340.0	1	4.0	4.5	2.0
58	0	thir thir thir thir thir thir thir thir thir 	346.0	1	4.0	4.5	2.0
59	0	three three three three three three three three three 	352.0	1	4.0	4.5	2.0
60	0	neh neh neh neh neh neh neh neh neh 	358.0	1	4.0	4.5	2.0
61	0	naw naw naw naw naw naw naw naw naw 	364.0	1	4.0	4.5	2.0
62	0	caw caw caw caw caw caw caw caw caw 	370.0	1	4.0	4.5	2.0
63	0	pot pot pot pot pot pot pot pot pot 	376.0	1	4.0	4.5	2.0
64	0	airy airy airy airy airy airy airy airy airy 	382.0	1	4.0	4.5	2.0
