trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	pro pro pro pro pro pro pro pro pro	4.0	4.0	4.0	4.5
2	simple	caw caw caw caw caw caw caw caw caw	13.0	4.0	4.0	4.5
3	simple	thir thir thir thir thir thir thir thir thir	22.0	4.0	4.0	4.5
4	simple	ther ther ther ther ther ther ther ther ther	31.0	4.0	4.0	4.5
5	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	40.0	4.0	4.0	4.5
6	simple	picked picked picked picked picked picked picked picked picked	49.0	4.0	4.0	4.5
7	simple	leh leh leh leh leh leh leh leh leh	58.0	4.0	4.0	4.5
8	simple	pro pro pro pro pro pro pro pro pro	67.0	4.0	4.0	4.5
9	simple	the the the the the the the the the	76.0	4.0	4.0	4.5
10	simple	ti ti ti ti ti ti ti ti ti	85.0	4.0	4.0	4.5
11	simple	less less less less less less less less less	94.0	4.0	4.0	4.5
12	simple	through through through through through through through through through	103.0	4.0	4.0	4.5
13	simple	pot pot pot pot pot pot pot pot pot	112.0	4.0	4.0	4.5
14	simple	three three three three three three three three three	121.0	4.0	4.0	4.5
15	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	130.0	4.0	4.0	4.5
16	simple	ter ter ter ter ter ter ter ter ter	139.0	4.0	4.0	4.5
17	simple	ter ter ter ter ter ter ter ter ter	148.0	4.0	4.0	4.5
18	simple	pi pi pi pi pi pi pi pi pi	157.0	4.0	4.0	4.5
19	simple	peck peck peck peck peck peck peck peck peck	166.0	4.0	4.0	4.5
20	simple	pot pot pot pot pot pot pot pot pot	175.0	4.0	4.0	4.5
21	simple	pie pie pie pie pie pie pie pie pie	184.0	4.0	4.0	4.5
22	simple	pi pi pi pi pi pi pi pi pi	193.0	4.0	4.0	4.5
23	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	202.0	4.0	4.0	4.5
24	simple	less less less less less less less less less	211.0	4.0	4.0	4.5
25	simple	ti ti ti ti ti ti ti ti ti	220.0	4.0	4.0	4.5
26	simple	ver ver ver ver ver ver ver ver ver	229.0	4.0	4.0	4.5
