trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	peck peck peck peck peck peck peck peck peck	5.0	1.0	4.0	5.0	1.0
2	simple	per per per per per per per per per	11.0	1.0	4.0	5.0	1.0
3	simple	would would would would would would would would would	17.0	1.0	4.0	5.0	1.0
4	simple	ter ter ter ter ter ter ter ter ter	23.0	1.0	4.0	5.0	1.0
5	simple	ther ther ther ther ther ther ther ther ther	29.0	1.0	4.0	5.0	1.0
6	simple	fee fee fee fee fee fee fee fee fee	35.0	1.0	4.0	5.0	1.0
7	simple	caw caw caw caw caw caw caw caw caw	41.0	1.0	4.0	5.0	1.0
8	simple	picked picked picked picked picked picked picked picked picked	47.0	1.0	4.0	5.0	1.0
9	simple	how how how how how how how how how	53.0	1.0	4.0	5.0	1.0
10	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	59.0	1.0	4.0	5.0	1.0
11	simple	less less less less less less less less less	65.0	1.0	4.0	5.0	1.0
12	simple	day day day day day day day day day	71.0	1.0	4.0	5.0	1.0
13	simple	airy airy airy airy airy airy airy airy airy	77.0	1.0	4.0	5.0	1.0
14	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	83.0	1.0	4.0	5.0	1.0
15	simple	jur jur jur jur jur jur jur jur jur	89.0	1.0	4.0	5.0	1.0
16	simple	neh neh neh neh neh neh neh neh neh	95.0	1.0	4.0	5.0	1.0
17	simple	ver ver ver ver ver ver ver ver ver	101.0	1.0	4.0	5.0	1.0
18	simple	pro pro pro pro pro pro pro pro pro	107.0	1.0	4.0	5.0	1.0
19	simple	a a a a a a a a a	113.0	1.0	4.0	5.0	1.0
20	simple	out out out out out out out out out	119.0	1.0	4.0	5.0	1.0
21	simple	if if if if if if if if if	125.0	1.0	4.0	5.0	1.0
22	simple	leh leh leh leh leh leh leh leh leh	131.0	1.0	4.0	5.0	1.0
23	simple	naw naw naw naw naw naw naw naw naw	137.0	1.0	4.0	5.0	1.0
24	simple	jin jin jin jin jin jin jin jin jin	143.0	1.0	4.0	5.0	1.0
25	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	149.0	1.0	4.0	5.0	1.0
26	simple	imah imah imah imah imah imah imah imah imah	155.0	1.0	4.0	5.0	1.0
27	simple	pot pot pot pot pot pot pot pot pot	161.0	1.0	4.0	5.0	1.0
28	simple	much much much much much much much much much	167.0	1.0	4.0	5.0	1.0
29	simple	through through through through through through through through through	173.0	1.0	4.0	5.0	1.0
30	simple	pi pi pi pi pi pi pi pi pi	179.0	1.0	4.0	5.0	1.0
31	simple	ser ser ser ser ser ser ser ser ser	185.0	1.0	4.0	5.0	1.0
32	simple	pie pie pie pie pie pie pie pie pie	191.0	1.0	4.0	5.0	1.0
33	simple	mih mih mih mih mih mih mih mih mih	197.0	1.0	4.0	5.0	1.0
