trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	iti_dur
1	simple	imah imah imah imah imah imah imah imah imah	5	1	4	5	1
2	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	11	1	4	5	1
3	simple	mih mih mih mih mih mih mih mih mih	17	1	4	5	1
4	simple	thought thought thought thought thought thought thought thought thought	23	1	4	5	1
5	simple	leh leh leh leh leh leh leh leh leh	29	1	4	5	1
6	simple	much much much much much much much much much	35	1	4	5	1
7	simple	ver ver ver ver ver ver ver ver ver	41	1	4	5	1
8	simple	the the the the the the the the the	47	1	4	5	1
9	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	53	1	4	5	1
10	simple	peck peck peck peck peck peck peck peck peck	59	1	4	5	1
11	simple	out out out out out out out out out	65	1	4	5	1
12	simple	jur jur jur jur jur jur jur jur jur	71	1	4	5	1
13	simple	pi pi pi pi pi pi pi pi pi	77	1	4	5	1
14	simple	neh neh neh neh neh neh neh neh neh	83	1	4	5	1
15	simple	three three three three three three three three three	89	1	4	5	1
16	simple	pro pro pro pro pro pro pro pro pro	95	1	4	5	1
17	simple	a a a a a a a a a	101	1	4	5	1
18	simple	jin jin jin jin jin jin jin jin jin	107	1	4	5	1
19	simple	per per per per per per per per per	113	1	4	5	1
20	simple	per per per per per per per per per	119	1	4	5	1
21	simple	day day day day day day day day day	125	1	4	5	1
22	simple	how how how how how how how how how	131	1	4	5	1
23	simple	ther ther ther ther ther ther ther ther ther	137	1	4	5	1
24	simple	less less less less less less less less less	143	1	4	5	1
25	simple	ter ter ter ter ter ter ter ter ter	149	1	4	5	1
26	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	155	1	4	5	1
27	simple	ser ser ser ser ser ser ser ser ser	161	1	4	5	1
28	simple	airy airy airy airy airy airy airy airy airy	167	1	4	5	1
29	simple	would would would would would would would would would	173	1	4	5	1
30	simple	juh juh juh juh juh juh juh juh juh	179	1	4	5	1
31	simple	ti ti ti ti ti ti ti ti ti	185	1	4	5	1
32	simple	naw naw naw naw naw naw naw naw naw	191	1	4	5	1
33	simple	fee fee fee fee fee fee fee fee fee	197	1	4	5	1
34	simple	pie pie pie pie pie pie pie pie pie	203	1	4	5	1
35	simple	picked picked picked picked picked picked picked picked picked	209	1	4	5	1
36	simple	thurs thurs thurs thurs thurs thurs thurs thurs thurs	215	1	4	5	1
37	simple	throne throne throne throne throne throne throne throne throne	221	1	4	5	1
38	simple	through through through through through through through through through	227	1	4	5	1
39	simple	thir thir thir thir thir thir thir thir thir	233	1	4	5	1
40	simple	pot pot pot pot pot pot pot pot pot	239	1	4	5	1
41	simple	caw caw caw caw caw caw caw caw caw	245	1	4	5	1
42	simple	if if if if if if if if if	251	1	4	5	1
