trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time
1	simple	ti ti ti ti ti ti ti ti ti	4.0	4.0	4.0	4.5
2	simple	out out out out out out out out out	13.0	4.0	4.0	4.5
3	simple	three three three three three three three three three	22.0	4.0	4.0	4.5
4	simple	the the the the the the the the the	31.0	4.0	4.0	4.5
5	simple	if if if if if if if if if	40.0	4.0	4.0	4.5
6	simple	thir thir thir thir thir thir thir thir thir	49.0	4.0	4.0	4.5
7	simple	how how how how how how how how how	58.0	4.0	4.0	4.5
8	simple	chuck chuck chuck chuck chuck chuck chuck chuck chuck	67.0	4.0	4.0	4.5
9	simple	ser ser ser ser ser ser ser ser ser	76.0	4.0	4.0	4.5
10	simple	day day day day day day day day day	85.0	4.0	4.0	4.5
11	simple	leh leh leh leh leh leh leh leh leh	94.0	4.0	4.0	4.5
12	simple	ser ser ser ser ser ser ser ser ser	103.0	4.0	4.0	4.5
13	simple	ter ter ter ter ter ter ter ter ter	112.0	4.0	4.0	4.5
14	simple	ter ter ter ter ter ter ter ter ter	121.0	4.0	4.0	4.5
15	simple	neh neh neh neh neh neh neh neh neh	130.0	4.0	4.0	4.5
16	simple	thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled thrilled	139.0	4.0	4.0	4.5
17	simple	less less less less less less less less less	148.0	4.0	4.0	4.5
18	simple	would would would would would would would would would	157.0	4.0	4.0	4.5
19	simple	would would would would would would would would would	166.0	4.0	4.0	4.5
20	simple	leh leh leh leh leh leh leh leh leh	175.0	4.0	4.0	4.5
21	simple	less less less less less less less less less	184.0	4.0	4.0	4.5
22	simple	neh neh neh neh neh neh neh neh neh	193.0	4.0	4.0	4.5
23	simple	pi pi pi pi pi pi pi pi pi	202.0	4.0	4.0	4.5
24	simple	how how how how how how how how how	211.0	4.0	4.0	4.5
25	simple	thieves thieves thieves thieves thieves thieves thieves thieves thieves	220.0	4.0	4.0	4.5
26	simple	a a a a a a a a a	229.0	4.0	4.0	4.5
27	simple	ther ther ther ther ther ther ther ther ther	238.0	4.0	4.0	4.5
